키워드
"물류센터, 입출고관리, 물류관리, 물류센터, 배차"
"물류센터, 납품기사"
"호텔리어, 호텔, 서빙"
"조립, 기계조립, 메카트로닉스, 기계설계, 기계설비"
"물류관리, 자금관리, 재무회계, 세무신고, 해상운송"
"컨텐츠개발, e러닝, 교육기획, 교수설계, 교육진행"
"ATL, 브랜드기획, 광고기획, 온라인광고, 광고기획"
"ATL, 브랜드기획, 광고기획, 온라인광고, 광고기획"
"전장, 전자, 기술영업, 기구설계"
자동차부품
수행기사
"B2B, 키워드광고, B2C, 제휴마케팅, 전자상거래"
"조선, 검증, 선박"
"적재·하역, 배송기사, 납품기사, 제관, 금속가공"
"유지보수, 통신, 기술지원"
"고객관리, 일식당, 매출관리, 일식, 한식"
"멀티미디어디자인, 전단지디자인, 디자인, 시각디자인"
"수질환경, 대기환경, 화공, 기술지원, 화학"
"유지보수, 통신설비, 전기설비, 전기배선, 정보통신"
"거래처관리, 영업기획, 전자, 국내영업"
"거래선개발관리, 영업기획, 경관조명, 영업전략, 영업현장관리"
"모발·두피관리, 피부관리사"
"고객관리, 항공운송, 거래처관리, 물류센터, 배송"
"데이터라벨링, 인공지능, IT컨설팅"
"ERP운용, 4대보험, 급여관리, 재무회계, 재무회계"
"영업기획, 영업전략, 거래선개발관리, 대리점관리"
"전단지디자인, 폰트디자인, 디자인, 브로슈어, 디지털디자인"
"물류센터, 창고관리, 입출고관리, 하역, 물류센터"
식품가공
"진료보조, 간호조무"
"공인중개사, 부동산중개, 매입매각, 부동산컨설팅, 부동산개발"
"한식당, 급여관리, 계산서발행, 프랜차이즈, 식품"
"UI·UX기획, PL, PM, 모바일디자인, 앱기획"
"고객관리, 고객안내, 고객경험관리, 거래처관리, 금융상담"
"건설, 현장감리, 시공감리, 견적"
치과
"상품기획, 시장조사, B2C, 브랜딩, 화장품"
"캐드원, 설계, 자동화, 3D설계, 산업자동화"
"항공운송, 해상무역, 수출입관리, 포워딩, 포워딩"
"해킹, 보안컨설팅, 정보보안, 정보보안"
"밀링, 비금속, 금형"
"고객관리, 거래처관리, 수출입계약, 해상무역, 해외마케팅"
"건설, 입찰, 공무"
"언론사, 취재기자, 신문기자, 신문사"
"프랜차이즈, 한식, 한식"
"한방병의원, 접수·예약, 원무, 외래, 프런트"
"해킹, 보안컨설팅, 정보보안, 정보보안"
"남성의류, 패션, 여성의류, 의류, 의상디자인"
"생산관리, 문서작성, 문서관리, 전산입력"
"거래처관리, 판매, 유통"
"기술지원, A·S수리, 기술지원, 자동제어, A·S수리"
"시공관리, 건설, 건축시공, 공무"
"재무회계, 폐기물처리, 더존, 에너지, 자금관리"
"언론사, 취재기자, 사진기자, 신문사"
"패션, 상품기획"
"조선, 검증"
"금속, 금속가공, 주조"
"페스츄리, 디저트, 베이커리, 파티쉐, 카페"
"페스츄리, 디저트, 베이커리, 파티쉐, 카페"
"메뉴개발, 베이커리, 파티쉐, 카페, 제과제빵점"
"전산입력, 문서관리, 문서작성, 통신"
"자료조사, 사이트관리, 전자상거래, 쇼핑몰 운영 관리, 매출관리"
"베이커리, 카페, 제과제빵점, 제빵사, 커피숍"
"바리스타, 카페, 제과제빵점, 커피숍"
"오븐, 베이커리, 베이커리, 파티쉐, 카페"
"대출상담, 콜센터"
통신
"회로설계, 전기제어, 자동제어, 전기회로, PLC"
"부가세신고, 4대보험, 더존, 부가세신고, 기업회계"
"어린이집, 유아교육, 유치원"
"어린이집, 유아교육, 유치원"
"부가세신고, 재무회계, 회계법인, 더존, 세무회계사무소"
"자동차정비, 세차, 세차, 카센터"
"마트, 유통, 진열관리"
"창고관리, B2B, 물류센터, B2C, 상품입출고"
"부가세신고, 재무회계, 회계법인, 더존, 세무회계사무소"
"교사, 영어"
"남성의류, 패션, 생산관리, 여성캐주얼디자인, 남성캐주얼디자인"
"화장품, 광고기획, 경영기획"
"한식당, 한식, 한식"
"베이커리, 파티쉐, 카페, 제빵사"
"사진작가, 촬영보조, 촬영연출, 촬영보조, 연출작가"
"ERP운용, 급여관리, 건설, 세무조정, 세무기장"
"바텐더, 피자점, 음식료, 판매관리, 캐셔"
"한식당, 한식"
"한식당, 한식"
"스포츠센터, 휘트니스센터, 피트니스센터, 헬스트레이너, 생활체육"
중국어
"사진작가, 리터쳐, 인물보정, 스튜디오, 포토샵"
"뷔페, 양식, 양식, 메뉴개발, 양식"
"거래처관리, 영업기획, 면세점, 국내영업"
"SI, 소프트웨어개발"
"한식당, 카운터, 음식료, 한식, 퓨전푸드"
"생명공학, 바이오"
"중고차딜러, 상사, 무역업, 자동차영업"
"재고관리, 의류판매, 매출관리, 상품입출고, 쇼핑몰"
"공공기관, 교육진행, 교육콘텐츠개발"
성형외과
"학원운영, 인재컨설팅, IT학원, 학생관리"
"A·S수리, 기술지원, 설치, 전자상거래, A/S"
"유통관리, 창고관리, 판매, 물류센터, 유통"
"간호조무, 수술실보조"
"모발·두피관리, 마사지, 교육기획, 임상시술, 피부교육"
"한식당, 한식, 한식"
"베이커리, 카페, 카운터, 커피숍"
"기업교육, 학원운영, 기능학원, 디자인학원, IT학원"
"메뉴개발, 베이커리"
"보안, 보안, 경비"
"부가세신고, 세무회계사무소, 세무기장, 결산, 결산"
"자동차정비, A·S센터, 자동차정비"
시공관리
정형외과
"베이커리, 제과제빵점, 제빵사"
"영상제작, 엔터테인먼트사, 콘텐츠기획"
보안소프트웨어
"패키지디자인, 공업디자인, 소비재"
"렌터카, 운전기사"
렌터카
"소프트웨어개발, 솔루션, 로봇설계, 기구설계"
"온라인광고, 광고기획, 광고제작, 광고대행"
디지털디자인
보안소프트웨어
"입시학원, 입시학원, 보습학원, 파트강사, 영어"
"관리회계, 재무회계, 반도체장비, 자금관리, 재무회계"
"문서작성, 변호사사무실, 법무법인, 소송·민사·등기"
"WAS, 솔루션, 스토리지, 시스템운영, SI"
학원강사
"문서관리, 사단법인, 장애인복지"
"수영장, 서무"
"브랜드기획, 시장조사, 프로덕션, 브랜드기획, 신사업기획"
"B2B, 소프트웨어개발, 솔루션"
"데이터분석, 제안·컨설팅, UI·UX기획, 웹에이전시"
"기계, 기계조립"
"상품기획, 건강식품연구, 건강식품, 전자상거래, 쇼핑몰"
"솔루션영업, 솔루션, 시스템영업, 기술영업, 네트워크영업"
무역업
"베이커리, 제빵, 제과제빵점"
"사이트관리, 상품기획, 문서관리, B2C, 고객지원"
"모바일, 스마트폰, 모바일게임, 모바일App"
"부동산, 사무실임대, 빌딩매매, 중개업, 공인중개사"
"입시학원, 학원강사, 보습학원, 일반학원"
"생산관리, 제지"
"기구설계, 기구설계"
"섬유, 여성의류, 원단, 의류, 패션"
"입시학원, 교육상담, 입시학원, 파트강사, 일반학원"
"VMD, 패션, 원단, VMD, 여성의류"
"바이럴마케팅, 웹에이전시"
"생산관리, 제지"
"품질보증, 검증, ISO"
"SI개발, 인터넷교육, BI, 데이터분석, 클라이언트"
"솔루션, 가맹점관리, 소프트웨어개발"
"거래처관리, 수출입관리, 통관, 국제무역, 대리점관리"
"건강식품, 기계조작, 식품가공"
"생산기술, PCB, 조립, 유지보수, 반도체장비"
"SI개발, 인터넷교육, BI, 데이터분석, 클라이언트"
"화장품, 생산관리, 화장품"
"메뉴개발, 호텔, 서빙, 프랜차이즈, 식품"
"에너지, R&D"
"와이어, 조립, 절단, 회로"
"프랜차이즈, 음식료, 카페, 커피숍"
"프랜차이즈, 한식, 서빙"
"고객관리, 거래처관리, 거래선개발관리, 대리점관리, 의료기기"
"웹표준·웹접근성, CSS, Photoshop, HTML"
"패션, 원단, 수출입관리, 국제무역, 여성의류"
"시공관리, 실내건축"
"생산기술, PCB, 조립, 유지보수, 반도체장비"
"부가세신고, 케이터링, 단체급식, 계산서발행, 전표입력"
품질보증
"학원운영, 행정, 문서관리, 학생관리"
도시설계
"건축설계, 건축, 건축설계"
"자동차보험, 행정, 문서작성, 문서관리, 생명보험"
"BigData, 솔루션, 소프트웨어개발"
"행정, 행정, 인테리어, 서무, 리모델링"
"창고관리, 거래처관리, 재고관리, 재고관리, 조립"
"재고관리, 수출입관리, 영어, 국제무역, 기타외국어"
동물병원
"학원운영, 입시학원, 화학, 교육상담, 과학탐구"
"발주업무, 거래처관리, 재고관리, 상품입출고, 자재"
"거래처관리, 패션, 섬유디자인, 중국어, 기타외국어"
"생활체육, 공공기관"
"상품기획, 제휴마케팅, 쇼핑몰, 오픈마켓, 소셜커머스"
"스포츠센터, 스포츠강사, 휘트니스센터, 피트니스센터, 헬스트레이너"
"CI, 모바일디자인, 디지털디자인, UI·UX기획"
"창고관리, 거래처관리, 재고관리, 재고관리, 조립"
"이벤트, 웨딩, 예식장, 연회장, 웨딩컨설팅"
"품질보증, 검증, 자동차"
"베이커리, 프랜차이즈, 음식료, 파티쉐, 메뉴개발"
"측량, 디지털디자인"
"이벤트, 온라인광고, 광고기획, 광고제작, 광고대행"
"가구디자인, 잡화디자인, 공예디자인"
"기술지원, 소프트웨어개발"
"브랜드기획, 데이터분석, 사업기획, ERP, 전략기획"
"안드로이드, 아이폰, 스마트폰, 모바일App"
"고객관리, 사이트관리, 오픈마켓"
"솔루션영업, 영업기획, 사업기획, 소프트웨어개발"
"수질환경, 협회, 토양환경"
"SI개발, 서버관리, 시스템운영, 네트워크관리, 서버구축"
"청소년복지, 연맹, 청소년지도사"
"어학원, 영어학원, 영어, 영어"
"중국플랫폼제휴, 중국영업, 중국어, 중국업무제휴, 사업기획"
학생관리
"재고관리, 쇼핑몰, 상품입출고"
공무
"베이커리, 카페, 제과제빵점, 카운터"
"디지털마케팅, 홍보대행, 카페·블로그관리, 바이럴마케팅, 온라인광고"
"모바일앱게임, 메타버스, 딥러닝, 게임소프트웨어, 클라이언트"
"금속, 건축시공, 건축자재, 자재, 건설자재"
"화장품, 쇼핑몰"
"상가, 공인중개사, 임대컨설팅, 부동산중개, 부동산컨설팅"
"아동복디자인, 잡화디자인, 홈패션디자인, 섬유디자인, 쇼핑몰"
"건설, 상하수도, 토목설계, 2D설계"
시설관리
"A·S수리, 중정비"
"시설관리, 시설점검, 소방·방재"
"케이터링, 구내식당, 단체급식, 도시락·반찬, 단체급식"
"미싱, 의료기기"
"시공관리, 건설, 상하수도"
인사행정
"부가세신고, 세무회계사무소, 전표입력, 법인결산"
"상품입출고, 재고관리, 원부자재 입출고"
"구내식당, 단체급식, 식품, 단체급식, 식단관리"
"회로설계, A·S수리, 전기회로, 전기, PLC"
"베이커리, 파티쉐, 식품가공, 제빵사"
"자료조사, 사이트관리, 문서작성, 문서관리, 전기"
"화장품, 고객경험관리, 상담품질관리, 이메일상담, 고객경험관리"
식품가공
"SNS마케팅, 키워드광고, 키워드광고"
"ATL, 영상제작, 광고기획, 조감독, 광고제작"
"자동제어, 신사업기획, Hardware, 사업기획, 기구설계"
"자동제어, 민원상담, Hardware, 고객지원, 사업기획"
"문서작성, 건설안전"
"행정, 자동제어, 신사업기획, Hardware, 데이터분석"
"MySQL, 백엔드, JavaScript, SI개발, 솔루션"
"반도체장비, 디스플레이, 자재구매"
"모바일앱개발, 솔루션, 인재관리, 면접·채용, 인재관리"
"양식, 와인바, 양식당"
"고객관리, 거래처관리, 포장기계, A·S수리, 기술지원"
"프로덕션, 영상제작, 모션그래픽, 영상제작, 2D디자인"
"접수·예약, 원무, 종합병원"
"밸브, R&D, 제품개발, 2D설계"
세무회계사무소
"베이커리, 파티쉐, 메뉴개발, 베이커리, 제과제빵점"
카페
"전기제어, 자동제어, PLC, HMI, 전기"
식품가공
대학교
"모바일앱개발, 솔루션, 소프트웨어개발"
"베이커리, 카페, 제과제빵점, 카운터, 커피숍"
"부동산개발, 분양, 문서작성, 문서관리"
"일식당, 일식"
"광고기획, 광고디자인, 광고제작, 재단, 기계조작"
"물류센터, 배송, 재고관리, 납품기사, 물류"
"일식당, 일식"
"솔루션, 솔루션엔지니어, 운영 관리자, DevOps, Linux관리자"
"창고관리, 유통"
"일식당, 일식"
"마트, MD"
"중식, 홍보대행, 메뉴개발, 온라인광고, 광고기획"
"상품입출고, 재고관리, 재고관리"
"기계설비, 건설기계"
"전기설계, 회로설계, 회로설계, 전기제어, 자동제어"
"유아원교사, 유치원교사, 어린이집, 어린이집, 유아원"
"일식당, 일식"
"재고관리, 생활용품, 자재구매"
"IT컨설팅, PM, 모델링"
"중식, 양식, 호텔, 양식, 일식"
"고객관리, 전산입력, 문서관리, 문서작성, 스포츠"
"환경, 생명공학, 환경, 환경측정"
매체관리
한의과
"전자회로, 기구설계, 3D설계, Firmware, 기구설계"
"항공운송, 물류관리, 납품, 납품, 포워딩"
"이벤트, 이벤트대행, 국제회의, 컨벤션, 행사기획"
"브랜드기획, 광고기획, 브랜딩, 광고PD, 시장분석"
"편집, 굿즈, 생산관리, 굿즈제작, 인쇄·출력"
"구매원가, 자동차부품, 자동차"
"생산기술, 반도체장비, 반도체, 디스플레이"
"부가세신고, 세무조정, 세무기장, 결산, 세무신고"
"전산입력, CAD, 문서관리, 문서작성, 인테리어"
"평생교육사, 교직원, 대학(교)교직원, 교육행정"
"부가세신고, 재무회계, 더존, 캐피탈, 원천세"
"기술지원, 제어·설계, A·S수리, 기술지원, A·S수리"
"행정, 손해사정, 자료조사, 비품관리, 문서작성"
"4종, 배상책임, 재물보험, 손해사정, 1종"
사단법인
"모바일앱개발, BigData, 솔루션, 매출관리, 데이터분석"
"손해사정, 정보보안, 생명보험, 네트워크관리, 손해보험"
"급여관리, 복리후생, 사무실, 문서관리, 서무"
"모바일앱개발, 웹테스트, 솔루션, 웹마스터, 검증"
"인터넷방송, 영상제작"
"육상운송, 배차"
"시공관리, 유지보수, 기계조작, 플랜트, 설치"
"시공관리, 건설, 건설안전, 산업안전, 공무"
"B2B, 상품기획, CG, B2C, 방송제작"
"콘도, 호텔, 리조트"
"모바일앱개발, 사이트관리, 웹테스트, 솔루션, 검증"
"A·S수리, 기술지원, 하드웨어, 설치, 컴퓨터"
"PCB, 기구설계, 임베디드, 자동제어, 회로설계"
"B2B, 상품기획, CG, B2C, 방송제작"
"모바일앱개발, BigData, 솔루션영업, 솔루션, DataMining"
"모바일앱개발, 솔루션, 테스터, 웹마스터, QA 관련 자격증 보유자"
"생명보험, 계약관리"
"일식, 일식당, 서빙"
"전자상거래, 쇼핑몰, 오픈마켓"
"학원운영, 예체능학원, 교사, 교육상담, 음악"
"건설안전, 소방, 소방·방재, 시설점검, 산업안전"
