기업명,평균 학점,평균 토익점수,평균 외국어 개수,평균 자격증 개수,평균 해외경험 횟수,평균 인턴경험 횟수,평균 수상 횟수,평균 봉사 횟수
경농,3.58,804.0,1.0,2.6,1.2,1.0,1.0,1.5
진미식품,3.51,764.5769303306181,2.0,1.6,1.277906618017481,4.0,1.7473990896192724,1.0
바텍이우홀딩스,3.55,848.0,1.0,1.8,1.3,1.4982037884749317,2.0,1.7695176456692203
컴투스,3.55,811.0,1.4,2.1,1.2,1.6,1.7,1.5
금강주택,3.5,753.0,1.0,2.5,1.0,3.0,1.0,1.0
흥아,3.62,742.0,1.0,1.8,1.0,2.0,1.7897404830331127,1.7917396532096062
매일방송,3.65,765.0,1.3,2.1,1.4,1.4552391495164752,3.0,1.0
본푸드시스템,3.56,762.0,1.0,2.0,1.0,1.0,1.5,1.8
금호에이치티,3.81,685.0,1.0,2.3,2.0,1.5,2.3,3.0
유영제약,3.51,776.0,1.0,2.4,1.3,2.0,1.3,3.1
풍인무역,3.55,825.0,1.0,2.2,1.4,1.8,1.8,1.4
엠씨넥스,3.6,767.0,1.4,2.0,1.4,2.6,2.6,1.7
종합건축사사무소건원,3.84,677.0,1.0,1.5,1.0,1.0,2.8,3.0
유네코,3.38,745.0,1.0,2.5,1.4,1.2,2.0,1.0
이스타항공,3.56,780.0,1.2,2.2,1.4,1.6,1.0,1.6
알티캐스트,3.64,808.0,1.1,2.1,1.4,2.3,2.3,1.6
타이코에이엠피,3.61,820.0,1.2,2.1,1.4,1.6,2.7,2.0
스틸플라워,3.29,833.0,1.0,2.4,1.2,3.0,2.5,1.5
가인정보기술,3.64,555.0,1.1708529062319175,1.7,1.2814925689573875,1.0,1.0,1.7980887982211449
경남제약,3.53,845.0,2.0,1.8,1.5,1.0,2.0,1.0
그루폰 유한회사,3.52,721.0,1.3,2.4,1.4,1.5110931801624685,1.8,1.7
금비화장품,3.74,912.0,1.0,1.9,1.3,1.0,2.5,2.0
길무역,3.45,740.0,1.1382753435929769,2.0,2.0,1.0,1.0,1.0
녹차원,3.69,861.0,1.0,2.1,1.3,2.0,5.0,1.0
닐슨아이큐코리아,3.65,864.0,1.0,2.0,1.3,1.8,1.4,2.2
다우데이타,3.44,745.0,1.0,2.0,1.3,1.3,1.5,2.0
대한무역투자진흥공사,3.65,869.0,1.2,1.8,1.4,1.9,1.5,2.0
대한적십자사,3.61,829.0,1.5,2.4,1.3,1.3,1.7,1.5
더맨,3.47,660.0,1.0,1.9,1.0,1.5325754996416967,1.7320022192869668,3.0
더존에스엔에스,3.65,568.0,1.1725675147918617,3.6,1.0,2.0,2.0,2.0
넥서스,3.65,735.0,1.0,2.3,1.0,1.4552391495164752,3.0,2.0
디디투어,3.58,604.0,1.0,2.2,1.4,1.4853143967873947,1.7743436127008072,2.0
디딤돌교육,3.63,814.0,1.0,1.9,1.0,1.5,1.0,1.3
디어포스,3.61,809.0,1.0,2.6,1.0,1.0,1.0,1.5
DMPS,3.36,810.0,1.1228438665534786,2.0,1.0,1.0,5.0,4.0
DTR,3.39,833.0,1.7,2.1,1.3,1.5669472108084617,1.7012084786223558,1.7187244855769102
락앤락,3.54,827.0,1.4,2.1,1.5,2.0,2.6,2.2
롯데시네마,3.73,840.0,1.1862843832714156,2.3,1.3,1.5,1.2,1.6
르네상스정보기술,3.48,755.0,1.0,2.2,1.1,1.528279035745851,1.5,1.0
르메이에르,3.74,750.0,1.0,1.9,1.2,1.4165709744538644,4.0,1.8298345232788389
르메이에르건설,3.84,880.0,1.2051450774308023,2.6,1.1,1.3736063354954082,2.0,1.8615802483365325
마이크로폴리스,3.71,727.0,1.2,2.1,1.3,3.0,1.8243834412808,1.0
한국맥도날드,3.54,782.0,1.3,2.2,1.3,1.4,1.5,1.8
명진로직스,3.39,750.8942141318494,1.0,1.5,1.2745965094575673,1.5669472108084617,1.7012084786223558,1.7187244855769102
모닝글로리,3.54,679.0,1.153706820632475,1.9,1.3,2.0,2.7,1.5
모세시큐리티,3.57,771.4182884300026,1.1588506463123078,2.0,1.0,1.4896108606832403,1.7704943951177305,2.0
미니게이트,3.53,532.0,1.2,2.1,1.0,1.3,2.3,1.8
바이오트론,3.5,680.0,1.1468483863926981,1.6,1.0,1.5196861079541597,1.743549872036196,1.7536447831403734
버텍스아이디,3.32,905.0,2.0,1.6,1.0,1.0,1.6742639555408212,1.0
범우화학공업,3.47,791.0,1.1417045607128653,1.8,1.3,1.5325754996416967,1.0,1.7441210656230652
보임테크놀러지,3.51,763.0,1.1485629949526421,1.8,1.5,1.0,1.0,4.0
벡스코,3.37,894.0,1.0,1.8,1.7,1.6,2.5,1.4
부전전자,3.56,671.0,1.0,1.8,1.4,1.3,1.6,1.3
사람인HR,3.6,797.0,1.3,2.2,1.4,1.8,1.6,2.3
한국아이비엠 테크니컬솔루션,3.55,743.0,1.0,2.4,1.3,2.0,1.3,1.8
삼화양행,3.59,715.0,1.0,2.9,1.5,1.0,1.0,1.7822159356922977
서비스퀘어,3.59,752.0,1.1,1.8,1.2,1.0,1.8,2.5
서울대학교병원,3.74,800.0,1.1,2.2,1.5,1.4,1.6,1.9
(재)서울예술실용전문학교,3.82,830.0,2.0,2.6,1.0,1.3821992632870994,2.8,2.7
세윤C&S,3.28,745.0,1.0,1.9,1.0,1.6142083136627638,1.6588670852085154,1.6838041880134467
세일종합기술공사,3.62,708.0,1.0,2.4,1.0,2.5,1.7897404830331127,1.0
셀트리온헬스케어,3.54,923.0,1.3,4.5,1.5,1.5025002523707771,1.5,2.6
솔고바이오메디칼,3.55,590.0,1.0,2.5,1.3,1.5,1.0,1.0
스템코,3.53,753.0,1.0,1.9,1.3,1.0,1.0,1.3
신일밸브산업,3.57,771.4182884300026,1.1588506463123078,2.5,1.279561672297438,1.4896108606832403,1.7704943951177305,1.775866790680759
신흥,3.42,790.0,1.0,2.2,1.3,1.6,2.3,1.9
싸인텔레콤,3.59,765.0,1.0,2.3,1.0,1.0,1.0,1.0
쌍용정보통신,3.58,829.0,1.2,2.3,1.6,1.3,1.8,1.7
쎌바이오텍,3.82,815.0,1.0,3.0,1.2,1.0,2.0,1.8
코스온,3.5,678.0,1.0,2.1,1.2,1.0,1.0,4.0
씨앤씨오토모티브,3.6,820.0,1.0,2.0,2.0,1.4767214689957033,2.5,1.7853905081980672
씨티앤티,3.42,754.3148931815415,1.133131517913144,1.0,1.0,1.5540578191209249,2.0,1.7282482030942181
아가방앤컴퍼니,3.66,743.0,1.0,1.8,1.2,1.3,1.6,1.6
아비코전자,3.57,704.0,1.1,2.3,1.3,1.3,2.5,2.7
아산제약,3.32,785.0,1.0,2.2,1.6,1.0,1.0,1.2
에이수스코리아,3.33,835.0,1.3,2.4,1.7,1.5927259941835357,1.0,2.7
동아사이언스,3.58,820.0,1.0,2.3,1.2,1.5,1.1,2.6
하이맥스컨설팅,3.58,650.0,1.0,1.9,1.3,1.4853143967873947,1.7743436127008072,1.7790413631865285
아이패밀리SC,3.53,739.0,1.1519922120725308,1.7,1.3,1.5,1.0,2.2
푸르밀,3.64,784.0,1.0,2.5,1.0,1.3,4.0,2.1
넥센,3.75,849.0,1.0,2.4,1.0,1.0,2.5,1.4
한국하우톤,3.57,745.0,1.7,3.0,1.3,1.0,5.0,1.3
동인코퍼레이션,3.58,777.0,1.0,2.7,1.3,1.4,2.0,3.3
어울림정보기술,3.46,687.0,1.0,2.1,1.2,2.0,3.0,1.6
농협물류,3.55,714.0,1.1554214291924192,2.9,2.5,3.2,1.762795959951578,1.8
커브스코리아,3.74,767.0,1.1,2.5,1.2,1.3,2.8,2.3
에나인더스트리,3.26,608.0,1.105697780954036,2.1,1.0,1.0,1.0,1.0
일화,3.52,774.0,1.0,2.1,1.3,1.3,1.5,1.4
에뛰드,3.74,829.0,1.3,2.3,1.3,1.6,2.3,2.6
메디앙스,3.58,810.0,1.0,2.0,1.4,1.7,2.3,1.9
투케이엠시스템즈,3.52,518.0,2.0,3.2,1.0,1.5110931801624685,1.7512483072023488,1.0
에렉스F&B,3.62,705.0,1.0,2.1,1.3,2.0,2.5,1.0
마리진,3.65,780.5400992291818,1.0,1.7,1.0,1.0,1.0,3.0
초당약품공업,3.86,803.0,1.0,1.5,1.0,1.0,1.0,2.0
제주항공,3.66,783.0,1.1,2.1,1.5,1.8,1.7,2.2
(재)CBS,3.45,715.0,1.0,2.0,1.7,1.3,1.3,3.0
(사)부산비엔날레조직위원회,3.84,955.0,1.0,1.5,1.8,2.0,2.0,2.3
에이블씨엔씨,3.68,849.0,1.1,2.1,1.4,1.3,1.7,2.2
선경이엔씨,3.62,758.0,1.167423689112029,2.3,1.3,3.0,5.0,2.0
한국미쓰비시엘리베이터,3.37,781.0,1.0,2.3,1.2,2.0,1.0,1.7
금성출판사,3.7,847.0,1.0,2.3,1.1,1.9,1.8,2.0
코리아인,3.67,782.8205519289766,1.1759967319117504,2.2,1.2823200960973657,1.446646221724784,1.8089865709484945,3.0
에이아이에이생명보험,3.54,918.0,1.153706820632475,1.9,1.2787341451574594,1.5,1.0,2.0
(사)대한체육회,3.65,847.0,1.0,2.4,1.6,1.4552391495164752,1.3,2.0
호반호텔앤리조트,3.6,741.0,1.3,2.2,1.4,1.5,1.8,1.9
정림개발,3.63,727.0,1.2,2.3,1.2,2.0,1.793589700616189,1.3
(사)한국금융연수원,3.67,970.0,1.1759967319117504,2.4,1.2823200960973657,2.0,1.0,1.3
카펙발레오,3.63,704.0,1.0,2.1,1.2,1.0,2.0,1.8
호텔농심,3.59,850.0,1.0,2.3,1.3,1.0,2.3,1.0
엠피디에이,3.63,728.0,1.0,2.3,1.0,1.5,2.0,2.0
영도교육,3.58,932.0,1.160565254872252,2.0,1.3,3.0,1.0,1.5
창조종합건축사사무소,3.83,930.0,1.0,1.0,2.0,1.0,2.5,1.0
대우루컴즈,3.44,780.0,1.1365607350330325,1.9,1.0,1.7,1.0,1.3
린데코리아,3.7,854.0,1.0,1.8,1.8,1.433756830037247,2.0,1.0
아이센스,3.63,873.0,1.6,2.3,1.3,2.2,1.3,1.8
가야중공업,3.54,852.0,1.0,2.0,1.0,2.0,2.0,2.0
한국무역협회,3.63,835.0,1.2,2.2,1.2,1.5,2.0,1.8
금융결제원,3.64,813.0,1.0,2.1,1.1,1.0,1.4,1.5
셰플러코리아,3.56,818.0,1.0,1.8,1.6,1.1,1.1,1.4
벡셀,3.55,765.0,1.0,2.6,1.3,1.4982037884749317,3.0,3.0
대림통상,3.47,794.0,1.0,1.4,1.0,1.0,2.0,2.4
사회복지법인월드비전,3.86,935.0,1.5,1.4,1.3,1.5,1.4,2.2
커넥트웨이브,3.55,722.0,1.0,2.2,1.2,1.4,1.7,1.5
모나미,3.58,786.0,1.0,2.2,1.2,1.8,2.4,2.0
영화엔지니어링,3.43,703.0,1.0,2.0,1.4,2.5,1.0,2.3
오리엔탈종합전자,3.51,691.0,1.0,2.2,1.0,1.5153896440583143,2.0,3.0
오아시스아이넷,3.38,749.753987781952,2.0,2.1,1.2743206670775744,1.5712436747043075,1.6973592610392794,1.7155499130711407
오케이투어,3.67,710.0,1.0,1.7,1.5,1.0,1.8089865709484945,2.0
웅진에너지,3.55,724.0,1.0,2.0,1.3,1.7,1.6,1.3
웨이코스,3.57,710.0,1.0,2.2,2.0,1.0,1.7704943951177305,1.0
유베이스,3.64,726.0,1.2,2.1,1.2,1.6,1.7,1.6
유비온,3.6,800.0,1.0,2.7,1.4,1.0,1.5,1.5
이너버스,3.67,782.8205519289766,1.0,2.0,1.3,2.0,1.5,2.5
이엠넷,3.55,711.0,1.3,2.0,1.4,1.6,1.5,2.2
이티컴,3.26,736.0712715831831,1.0,2.4,1.0,2.7,1.0,2.0
이화다이아몬드공업,3.7,850.0,1.3,2.3,1.7,1.2,1.8,2.3
넥스플러스,3.6,774.8389674796948,1.1639944719921405,2.7,1.0,1.0,2.0,2.0
인터파크트리플,3.59,809.0,1.1,2.0,1.1,1.8,1.7,1.8
일동후디스,3.55,767.0,1.0,2.2,1.0,2.5,1.3,1.8
일삼,3.64,761.0,1.0,2.5,1.0,1.0,1.0,2.5
일신항공해운,3.6,900.0,1.0,2.4,2.0,1.0,2.0,2.5
일진제강,3.68,759.0,1.5,2.4,1.2,1.0,2.0,1.8
정식품,3.73,857.0,1.0,2.3,1.0,2.0,1.0,1.6
제너시스,3.5,773.0,1.1468483863926981,2.7,1.0,1.3,2.0,2.5
제룡전기,3.46,915.0,1.0,1.9,1.5,1.5368719635375423,1.0,1.7409464931172958
지알테크,3.39,940.0,1.0,2.3,1.3,1.5669472108084617,1.7012084786223558,2.0
차케어스,3.42,802.0,1.2,2.4,1.5,1.0,2.5,1.0
천재문화,3.56,712.0,1.0,2.1,1.7,1.0,1.7666451775346543,1.0
취영루,3.39,750.8942141318494,1.1279876922333112,2.0,2.0,1.5669472108084617,1.7012084786223558,1.0
카페베네,3.63,824.0,1.0,2.4,1.5,1.3,2.5,1.8
 커피빈코리아,3.67,722.0,1.1,2.0,1.1,1.7,1.9,1.5
컴퓨존,3.41,690.0,1.0,2.1,2.0,2.4,1.5,1.8
케이웨더,3.59,828.0,1.0,2.1,1.0,3.0,1.7,1.4
코리막스,3.56,727.0,1.0,2.2,1.5,1.493907324579086,2.0,1.7726922181749898
코오롱플라스틱,3.63,806.0,1.0,2.5,1.7,1.0,1.0,2.0
큐리어스,3.45,757.7355722312338,1.1382753435929769,1.9,1.2762515637375242,1.5411684274333879,1.7243037841208142,1.7377719206115265
크레텍,3.81,815.0,1.0,3.2,1.7,1.386495727182945,1.5,2.7
크릭앤리버코리아,3.51,698.0,1.3,2.2,1.3,1.7,1.6,1.8
타가즈코리아,3.53,806.0,1.0,1.9,1.2,1.506796716266623,1.0,1.7631685006576814
탑앤와이즈,3.44,530.0,1.0,2.0,1.0,1.5454648913292337,2.0,1.734597348105757
태창파로스,3.52,755.0,1.0,2.3,1.3,1.5110931801624685,2.0,4.0
디에스투자증권,3.46,826.0,2.0,2.8,1.7,2.5,2.7,1.6
티웨이항공,3.58,735.0,1.3,2.5,1.4,1.4,1.5,1.9
TPC메카트로닉스,3.47,760.0160249310286,2.0,2.5,1.0,1.5325754996416967,1.7320022192869668,1.7441210656230652
파고다아카데미,3.69,874.0,1.2,1.8,1.3,1.3,1.8,1.7
파카코리아,3.49,742.0,1.5,1.5,1.4,2.0,1.0,2.5
평화홀딩스,3.66,785.0,1.3,1.7,1.0,1.0,3.0,2.0
포레시아코리아,3.85,935.0,1.0,2.0,1.3,1.0,1.3,1.864754820842302
피앤이솔루션,3.52,691.0,1.0,1.8,1.2,1.5,1.7,1.4
피에스텍,3.59,648.0,1.5,2.1,1.3,2.0,1.0,1.0
피죤,3.62,848.0,1.0,1.8,1.4,1.5,1.7,4.0
한경디스코,3.6,775.0,1.0,2.4,2.0,1.4767214689957033,1.7820420478669599,3.0
한국경제티브이,3.59,867.0,1.0,2.2,1.3,1.5,1.8,1.9
한국리서치,3.61,841.0,1.1,2.0,1.2,1.3,1.7,2.0
한국맥널티,3.62,698.0,1.167423689112029,1.9,1.7,1.6,1.0,1.6
(사)한국소프트웨어산업협회,3.64,729.0,1.0,1.6,1.0,1.0,2.7,2.7
한국식품공업협회,3.65,630.0,1.8,2.4,2.0,2.3,1.3,2.8
한국야금,3.77,743.0,1.0,3.2,1.9,2.0,1.7,2.2
한국얀센,3.58,788.0,1.2,2.5,1.1,1.5,1.7743436127008072,2.0
한국오츠카제약,3.62,787.0,1.0,2.6,1.5,1.0,1.7897404830331127,2.5
한국요꼬가와전기,3.45,772.0,1.0,2.1,1.0,1.5,2.0,1.6
한국유나이티드제약,3.5,744.0,1.2,1.9,1.1,1.6,1.7,1.6
한국인터텍테스팅서비스,3.52,797.0,1.3,2.0,1.2,1.2,2.1,1.6
한국피앤지판매,3.68,899.0,1.1777113404716943,2.2,1.4,1.6,2.5,1.6
한미정밀화학,3.59,746.0,1.0,2.2,1.0,2.0,1.7781928302838834,1.5
현담산업,3.43,744.0,1.3,2.4,1.3,1.0,1.3,2.0
현대디지텍코어,3.53,743.0,1.0,2.5,1.2,1.7,1.4,1.3
현대HDS,3.49,820.0,1.1451337778327537,1.6,3.0,1.0,1.7397006544531197,1.0
혜인,3.63,814.0,1.169138297671973,2.9,1.2,1.0,1.0,2.0
미래씨앤엘,3.59,755.0,1.0,2.1,1.0,1.5,2.0,1.7
희성화학,3.71,689.0,1.1828551661515272,2.4,2.0,1.4294603661414014,1.8243834412808,1.8203108057615305
KB국민카드,3.56,830.0,1.0,3.5,1.3,1.0,7.5,2.6
엠에스씨,3.77,778.0,1.0,2.7,1.2,2.5,1.8474787467792584,2.3
한경닷컴,3.62,853.0,1.2,2.4,1.6,2.8,2.3,1.0
이화전기공업,3.6,665.0,1.0,2.4,1.5,1.4767214689957033,2.0,1.0
한유에너지,3.72,845.0,1.1845697747114716,2.9,1.0,1.0,1.0,1.8234853782673
크레신,3.57,762.0,1.2,2.1,1.4,1.0,2.7,1.3
선진로지스틱스,3.57,814.0,1.0,2.1,1.3,1.0,1.0,2.4
서울디지털대학교,3.81,772.0,1.1,2.2,1.1,1.6,1.9,2.1
새솔다이아몬드공업,3.41,755.0,1.0,2.0,1.3,1.5583542830167705,1.3,1.0
듀오정보,3.67,750.0,1.3,2.0,1.0,1.2,1.5,1.6
한화제약,3.49,793.0,1.0,2.8,1.4,1.5239825718500053,4.0,4.0
인터컨스텍,3.71,835.0,1.1828551661515272,2.4,1.2834234656173371,1.0,1.0,2.0
한국경제신문,3.63,777.0,1.3,2.1,1.3,1.6,2.1,1.9
웰컴크레디라인대부,3.53,704.0,1.0,2.0,1.0,1.7,1.3,1.8
삼우씨엠건축사사무소,3.65,780.5400992291818,1.0,2.1,1.5,2.0,2.3,1.0
이건산업,3.46,806.0,1.0,1.7,2.8,1.5,2.0,2.0
유라하네스,3.41,802.0,1.0,2.2,1.0,3.0,1.7089069137885087,1.0
바이오니아,3.84,737.0,1.5,2.5,1.3,1.3,2.3,2.3
소니인터랙티브엔터테인먼트코리아,3.67,853.0,1.4,2.0,1.4,2.3,1.0,2.0
한경희생활과학,3.61,818.0,1.2,2.2,1.3,1.5,1.6,1.4
퀴네앤드나겔,3.49,818.0,1.0,1.5,1.4,2.0,1.7397006544531197,4.0
계림요업,3.81,798.7837208275403,1.2000012517509697,1.8,1.0,1.386495727182945,1.862875617111564,1.8520565308192245
보보스링크,3.58,772.5585147799,1.160565254872252,2.2,1.0,1.0,1.0,1.5
골든듀,3.81,800.0,1.3,2.2,1.2,1.5,2.6,2.8
트라코월드,3.7,713.0,1.3,2.1,1.4,1.433756830037247,1.7,1.0
동구바이오제약,3.67,723.0,1.0,1.6,1.5,1.0,3.0,2.2
이지케어텍,3.69,738.0,1.0,2.1,1.1,1.5,1.3,2.0
옵티시스,3.61,775.9791938295922,1.0,2.1,1.0,1.4724250050998577,1.0,1.5
와이어블,3.51,775.0,1.0,2.0,1.0,2.7,1.7473990896192724,1.3
상보,3.49,697.0,1.3,1.8,1.2,1.5,2.0,1.2
전남개발공사,3.37,717.0,1.1245584751134228,1.7,1.0,2.0,1.0,2.0
내일신문,3.65,729.0,1.0,1.6,1.0,1.0,1.0,1.3
아주약품,3.47,860.0,1.1417045607128653,2.8,1.0,1.5,1.5,1.5
오토리브,3.59,744.0,1.0,2.0,1.0,5.0,1.3,3.0
파인디지털,3.56,721.0,1.5,1.9,1.0,1.5,1.0,1.5
에스비에스콘텐츠허브,3.62,823.0,1.0,1.8,1.0,1.0,2.0,2.0
크래프톤,3.84,890.0,3.0,2.6,1.5,2.0,3.0,2.5
대명광학,3.52,801.0,1.1502776035125866,2.6,1.0,2.0,1.0,1.7
부산대학교,3.88,801.0,1.2,2.2,1.3,1.4,1.8,1.8
유도,3.59,767.0,1.0,2.2,1.2,1.0,2.3,2.6
모아저축은행,3.58,780.0,1.160565254872252,2.2,1.2,1.8,1.6,1.5
코오롱생명과학,3.75,842.0,1.5,2.3,1.1,1.0,2.5,1.7
윌로펌프,3.72,797.0,1.0,2.0,1.2,1.0,4.0,1.2
서울신문사,3.58,762.0,1.0,1.9,1.3,1.5,2.0,1.6
아이덴티티게임즈,3.61,819.0,1.2,2.3,1.6,1.4724250050998577,2.0,2.5
대우전자서비스,3.59,826.0,1.0,2.0,1.6,1.7,1.3,1.5
보다테크,3.55,724.0,1.0,2.0,1.3,1.4982037884749317,5.0,1.0
장원교육,3.79,780.0,1.1,1.9,1.4,2.0,2.1,2.3
맥스원이링크,3.36,723.0,1.0,2.0,1.0,1.3,1.1,2.0
메디톡스,3.69,825.0,1.0,2.1,1.3,2.0,3.5,2.0
곰앤컴퍼니,3.55,819.0,1.0,1.8,1.3,2.0,1.9,2.0
건축사사무소건원엔지니어링,3.67,795.0,1.0,1.6,1.0,1.446646221724784,2.7,1.0
와이즈와이어즈,3.42,682.0,1.1,2.1,1.2,2.1,1.7,1.3
원더풀소프트,3.71,723.0,1.1828551661515272,1.6,1.5,1.8,2.2,2.6
한국알박크라이오,3.84,585.0,1.4,2.1,1.7,2.0,4.0,1.0
영풍문고,3.58,649.0,1.2,1.9,1.1,1.8,2.1,2.1
테키스트,3.27,550.0,1.1074123895139802,2.3,1.0,2.0,1.0,1.5
신영와코루,3.59,742.0,1.2,2.2,1.3,1.4,1.6,1.8
동경엘렉트론코리아,3.75,791.0,1.0,2.3,1.0,1.0,1.0,1.0
제때,3.77,841.0,1.1931428175111927,2.9,1.0,1.0,1.0,1.5
주식회사 파수,3.67,792.0,1.5,2.0,1.3,1.2,1.6,2.3
엠쓰리모바일,3.44,805.0,1.0,2.4,1.2,2.0,2.0,1.8
조선교육문화미디어,3.74,834.0,1.2,1.6,1.5,1.7,1.4,2.3
교보정보통신,3.53,737.0,1.0,2.4,1.1,1.506796716266623,1.8,1.7
맥슨씨아이씨,3.59,850.0,1.1622798634321962,1.6,2.0,1.4810179328915491,1.7781928302838834,1.0
일지테크,3.61,624.0,2.0,2.1,1.0,1.0,1.5,1.5
밀워드브라운미디어리서치,3.62,878.0,1.0,2.0,1.2,1.6,1.3,1.3
삼영기업,3.51,784.0,1.1485629949526421,2.1,1.2,1.0,3.0,4.0
인슈넷,3.48,760.0,1.1434191692728095,1.9,1.0,1.0,1.7358514368700433,1.0
텔코웨어,3.61,710.0,1.0,1.8,1.0,1.4724250050998577,1.785891265450036,1.7885650807038367
북한이탈주민지원재단,3.74,790.0,1.18799899183136,2.8,1.2842509927573156,1.4165709744538644,1.5,1.0
생고뱅코리아,3.47,767.0,1.1417045607128653,2.3,1.0,1.5325754996416967,1.0,1.7441210656230652
인천항만공사,3.68,878.0,1.6,2.2,1.3,1.0,1.3,3.0
한국보훈복지의료공단,3.61,819.0,1.1657090805520847,2.8,1.7,1.3,1.3,1.6
한국은행,3.62,827.0,1.1,2.0,1.2,1.7,1.8,2.0
알리코제약,3.62,670.0,1.167423689112029,2.5,1.0,1.0,1.7897404830331127,1.0
쎄트렉아이,3.8,652.0,1.0,1.8,1.0,1.3907921910787906,2.0,4.0
귀뚜라미범양냉방,3.56,773.0,1.0,2.6,1.0,1.493907324579086,1.0,1.0
아사히카세이이머티리얼즈코리아,3.23,732.6505925334909,1.5,2.1,1.0,1.0,1.6396209972931337,1.0
효성ITX,3.46,640.0,1.0,1.7,1.0,1.5368719635375423,1.0,1.7409464931172958
지학사,3.71,801.0,1.3,2.7,1.7,2.0,1.6,1.5
원익머트리얼즈,3.67,833.0,1.0,2.0,1.4,1.2,1.3,2.8
의료법인삼광의료재단,3.55,774.0,1.0,2.3,1.4,1.2,2.3,1.3
아바텍,3.45,603.0,1.1382753435929769,1.5,1.0,1.0,1.0,1.7
한국생명공학연구원,3.88,745.0,1.0,2.2,1.3,1.6,2.5,5.5
해피머니아이엔씨,3.59,773.6987411297973,1.0,2.1,1.3,2.5,1.3,2.3
삼아제약,3.53,712.0,1.0,2.1,1.7,2.0,1.8,1.2
(재)우체국시설관리단,3.73,650.0,1.1862843832714156,2.4,1.0,1.4208674383497102,2.0,1.0
한국지역정보개발원,3.66,863.0,1.0,2.8,1.6,1.4,1.0,2.5
도루코,3.72,865.0,1.5,2.0,1.3,1.3,1.4,1.6
한국미쓰비시전기오토메이션,3.77,927.0,1.6,2.4,1.0,1.0,2.7,2.2
이지홀딩스,3.37,890.0,1.1245584751134228,2.6,1.2740448246975817,1.0,2.0,2.0
피엠디아카데미,3.71,804.0,1.3,2.1,1.0,1.4294603661414014,2.5,2.0
덴츠플라이시로나코리아,3.64,721.0,1.1708529062319175,2.0,1.3,1.4595356134123207,1.0,2.0
아이템베이,3.58,675.0,1.0,2.3,1.2,1.5,1.7,2.0
명문제약,3.51,777.0,1.5,2.0,1.4,1.7,5.0,2.5
쿠스한트,3.53,720.0,1.0,2.3,1.0,1.5,2.3,2.0
한국미스미,3.63,757.0,1.3,2.3,1.2,1.3,1.0,2.0
케이비오토텍,3.6,741.0,1.0,2.8,1.3,1.0,2.5,1.5
한솔홈데코,3.58,861.0,1.160565254872252,2.3,1.0,1.5,2.0,2.5
인피니트헬스케어,3.57,773.0,1.2,2.1,1.1,1.7,2.0,2.3
에코프론티어,3.75,825.0,1.6,2.0,1.3,1.3,2.0,2.0
비비안,3.42,821.0,1.0,1.8,1.3,2.0,2.0,2.0
윈스,3.5,808.0,1.0,3.1,1.0,2.0,1.3,2.2
에이플러스에셋어드바이저,3.52,843.0,1.0,2.4,1.0,1.4,1.5,1.4
미래개발,3.53,754.0,1.0,2.3,1.3,1.7,1.0,1.8
미애부,3.44,835.0,1.1365607350330325,1.7,1.2759757213575313,1.5454648913292337,1.7204545665377378,1.0
베바스토코리아,3.77,675.0,1.0,2.1,1.0,1.4036815827663276,1.5,2.0
영진아스텍,3.54,767.9976093803105,1.0,2.9,1.0,1.0,3.0,1.7663430731634508
에코니티,3.52,735.0,1.0,1.6,1.0,1.0,2.0,1.7599939281519121
흥아포밍,3.61,765.0,1.0,1.9,1.3,1.4724250050998577,1.0,1.5
보령바이오파마,3.53,850.0,1.0,2.4,1.4,1.3,1.755097524785425,2.0
신신기계,3.44,732.0,1.1365607350330325,1.6,1.0,1.5454648913292337,1.0,3.0
셀랩,3.5,825.0,1.0,2.3,1.3,2.0,1.0,2.0
와이즈,3.48,801.0,1.0,2.3,1.8,2.5,1.0,2.5
산일전기,3.33,794.0,1.0,1.8,1.3,2.0,2.0,1.0
오투스페이스,3.54,960.0,1.0,2.3,1.5,2.0,2.0,2.0
오티아이,3.61,619.0,1.3,2.6,1.0,1.4,2.0,1.3
현우산업,3.4,680.0,1.0,2.0,1.2,3.0,1.3,1.0
비츠로시스,3.8,741.0,1.1982866431910253,2.8,1.0,1.3,1.2,1.8
한국렌탈,3.57,773.0,1.1588506463123078,1.6,1.3,1.0,2.0,2.3
한국공정거래조정원,3.62,882.0,1.0,2.4,1.3,1.0,1.7,2.0
한국항공협회,3.84,891.0,1.0,2.4,1.3,1.0,1.0,2.3
한양세미텍,3.45,737.0,1.0,2.1,2.0,1.5411684274333879,1.7243037841208142,1.7377719206115265
아크로스타모터스,3.59,600.0,1.0,2.1,1.5,1.4810179328915491,1.7781928302838834,1.7822159356922977
바바리안모터스,3.54,713.0,1.5,1.9,1.1,1.0,1.7589467423685015,2.3
한국파파존스,3.46,788.0,1.0,2.3,1.4,2.0,1.0,1.5
전자신문사,3.66,770.0,1.0,1.5,1.0,1.4509426856206296,2.0,1.0
코스메카코리아,3.75,729.0,1.0,2.6,1.3,1.7,2.8,1.9
신한서브,3.52,642.0,1.3,2.0,1.3,1.3,1.4,1.7
동양EMS,3.56,748.0,1.8,2.0,1.0,2.8,1.5,1.7
CMB,3.48,648.0,1.0,2.3,1.3,2.0,2.0,1.0
