회사명,공고명,"채용 형태(경력, 신입)",학력,직장 위치,키워드,마감 기한,공고 링크
㈜코웍커피(COWORK COFFE,남양주 물류센터 물류/생산팀원 추가 채용,경력무관,학력무관,경기 남양주시,"일식당, 일식",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43453386?Oem_Code=C1&logpath=1&stext=&listno=23711
나오키,주5일근무 오마카세 나오키 구인합니다,신입·경력,고졸↑,서울 강서구 외,"ERP운용, 급여관리, 계산서발행, 재고관리, 운송",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43453384?Oem_Code=C1&logpath=1&stext=&listno=23712
상도,물류회사 관리업무(경리업무 포함) 사원 모집,경력,학력무관,경기 김포시 외,"홍보대행, 자료조사, 문서작성, 문서작성, 온라인광고",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43453380?Oem_Code=C1&logpath=1&stext=&listno=23713
㈜인사랑컨설팅,[청년일자리도약장려금] 사무 보조 모집,경력무관,학력무관,서울 강남구 외,"B2B, B2C, 식품MD, 의류판매, 매출관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43453376?Oem_Code=C1&logpath=1&stext=&listno=23714
주식회사 뉴뉴,"nyunyu에서 여성의류,악세서리 슈퍼바이저 모집",경력3년↑,학력무관,서울 중구,"고객관리, 매출관리, 매출관리, 샵마스터, 의류판매",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43453375?Oem_Code=C1&logpath=1&stext=&listno=23715
㈜이랜드월드패션사업부,[서울/경기] 스파오 점장후보 신입/경력 특별채용,신입·경력,학력무관,서울 금천구 외,"건축시공, 조명, 인테리어",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43289421?Oem_Code=C1&logpath=1&stext=&listno=23716
라온조명엘이디(LED),조명설치 및 전기작업 팀원을 구합니다.,신입·경력,고졸↑,대전 중구 외,"행정, 어린이집",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43453372?Oem_Code=C1&logpath=1&stext=&listno=23717
누리스마트교육사,누리스마트교육사 사무업무 및 홍보 담당자 모집,경력무관,학력무관,충남 천안시,"건축설계, 실내건축, 건축설계, 인테리어, 건축시공",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43453371?Oem_Code=C1&logpath=1&stext=&listno=23718
㈜건축사사무소테트라아키텍트,건축설계 및 인테리어설계직 모집 공고(Project manager),신입·경력5년↑,대졸↑,서울 강남구,"고객관리, 매출관리, 매출관리, 샵마스터, 의류판매",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43453370?Oem_Code=C1&logpath=1&stext=&listno=23719
문터스코리아㈜,농축산 환경 시스템 엔지니어 모집,신입·경력,초대졸↑,서울,"A·S수리, 기술지원, 유지보수, 기계조작, 기계",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452544?Oem_Code=C1&logpath=1&stext=&listno=24101
㈜뉴랜드(New Land Co,"[NewLand] 뉴랜드의 재무,인사 담당자분을 찾습니다.",경력무관,학력무관,서울 강서구,"부가세신고, 급여관리, 계산서발행, 자금관리, 재무분석",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452540?Oem_Code=C1&logpath=1&stext=&listno=24102
에프티케이어학원,"영어유치원담임, 초등부 담임 (24년도 2월말 3월시작)",경력무관,초대졸↑,경기 부천시,"어학원, 교육상담, 영어학원, 유치원, 영어학원",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452530?Oem_Code=C1&logpath=1&stext=&listno=24103
㈜러닝뱅크,[(주)러닝뱅크] 인하우스 광고홍보 기획 채용,경력4년↑,학력무관,서울 송파구,"교수설계, 교재제작, 기업교육, 컨텐츠개발, e러닝",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43452522?Oem_Code=C1&logpath=1&stext=&listno=24104
한국뷰로베리타스㈜,[식품검사기관] 미생물 시험원(전주),신입·경력1년↑,초대졸↑,전북 전주시,"미생물, 연구원, 생명공학, 제약·바이오R&D, 조사분석",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452524?Oem_Code=C1&logpath=1&stext=&listno=24105
라이커밀,전포 라이커밀 주방보조 및 홀,경력무관,학력무관,부산 부산진구,"양식, 양식당",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452511?Oem_Code=C1&logpath=1&stext=&listno=24106
㈜메코비,의료기기(용품) 자재관리 및 품질인증 업무 보조,경력무관,대졸↑,강원 원주시,"생산관리, 품질보증, 의료기기",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452504?Oem_Code=C1&logpath=1&stext=&listno=24107
㈜교원구몬,구몬교사어렵지않아요/아이들과소통하실분/학습코칭매니저/신입,경력무관,초대졸↑,전북 전주시 외,"영어, 학습지, 어린이집, 학습지교사, 교사",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452499?Oem_Code=C1&logpath=1&stext=&listno=24108
㈜삼덕모터스,(주)삼덕모터스 광주본점 매장관리직원모집,경력무관,학력무관,광주 서구 외,"거래처관리, 판매영업, 대리점관리, 중고차딜러, 판매관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452496?Oem_Code=C1&logpath=1&stext=&listno=24109
르꼬숑,"[주5일]  프렌치 파인다이닝 르꼬숑, 주방신입 팀원 모집합니다.",신입,학력무관,서울 종로구,"양식, 양식당",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452495?Oem_Code=C1&logpath=1&stext=&listno=24110
롯데정보통신㈜,[롯데정보통신] 화학IS팀 ESG시스템 정규직 경력채용,경력5년↑,대졸↑,서울 송파구,"모바일앱개발, 솔루션, BI, asp, 소프트웨어개발",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43452493?Oem_Code=C1&logpath=1&stext=&listno=24111
트렌미미용학원,"[업계 최고급여 보장] 단순 전화상담 업무, 최고 성과급 지급 단순 인바운드 [부천캠퍼스 트렌미뷰티아카데미]",경력무관,학력무관,경기 부천시,"기능학원, 예체능학원, 입시학원, 자격증·기술",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452490?Oem_Code=C1&logpath=1&stext=&listno=24112
㈜에이펙스로지스틱스인터네셔널코리아,신입 항공 OPERATION 구합니다,신입,초대졸↑,서울 강서구,"항공운송, 포워딩, 포워딩",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452487?Oem_Code=C1&logpath=1&stext=&listno=24113
㈜오렌지포장,쇼핑몰 물류포장보조 겸 CS 사무보조 신입/인근거주/매일정시칼퇴,신입,초대졸↑,인천 남동구 외,"사이트관리, 판매, 게시판관리, 전화상담",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43452486?Oem_Code=C1&logpath=1&stext=&listno=24114
㈜유앤컴즈,"DB 운영, 해외2개월, 국내10개월",경력9년↑,학력무관,서울 강서구,"솔루션, SI",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452483?Oem_Code=C1&logpath=1&stext=&listno=24115
엘리자베스아덴 코리아,"[외국계 화장품] Supply, Demand and Regulatory Supervisor",경력3년↑,대졸↑,서울 용산구,"화장품매장, 재고관리, 상품입출고, 통관대리인, 수출입관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452482?Oem_Code=C1&logpath=1&stext=&listno=24116
㈜레오테크,(주)레오테크 IOT 원격검침단말기 기술지원 및 유지보수 업무,신입·경력,고졸↑,부산 강서구 외,"A·S수리, 기술지원, 시스템운영, 설치, 서버관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452479?Oem_Code=C1&logpath=1&stext=&listno=24117
㈜교원구몬,구몬교사어렵지않아요/주2-3회가능(탄력적)/신입가능,경력무관,초대졸↑,광주 북구 외,"영어, 학습지, 어린이집, 학습지교사, 교사",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452477?Oem_Code=C1&logpath=1&stext=&listno=24118
세준푸드 농업회사법인㈜,편의점 및 대형유통사(온/오프라인) B2B 영업 경력직 모집,경력2년↑,초대졸↑,서울 송파구,국내영업,~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452476?Oem_Code=C1&logpath=1&stext=&listno=24119
고려대(학),고려대학교 대학정책연구원 직원 모집,경력무관,학력무관,서울 성북구,"복리후생, 행정, 자료조사, 행정, 문서작성",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43451617?Oem_Code=C1&logpath=1&stext=&listno=24501
㈜제테마,(주)제테마 원주공장 품질관리(QC) 채용,신입·경력3년↑,초대졸↑,강원 원주시,"품질관리, 미생물, 이화학, 바이오, 의약",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451616?Oem_Code=C1&logpath=1&stext=&listno=24502
㈜재키에프앤씨,매그제이의 브랜드 마케터 모집,경력5년↑,고졸↑,서울 성북구,"콘텐츠기획, 바이럴마케팅, 프로모션, SNS마케팅, SNS마케팅",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451612?Oem_Code=C1&logpath=1&stext=&listno=24503
㈜하나인테리어,인테리어 현장 시공 감리 직원 모집(必 운전가능자),경력무관,학력무관,부산 남구 외,"실내건축, 건축시공, 인테리어",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451608?Oem_Code=C1&logpath=1&stext=&listno=24504
대하테크원,"기술팀(PLC 자동제어,FA분야,전기,설계)엔지니어 모집",신입·경력,고졸↑,대전 유성구,"전기제어, 자동제어, 전기기사, PLC, 전기공사",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43451604?Oem_Code=C1&logpath=1&stext=&listno=24505
㈜아이포터,해외직구 고객관리/CS 인바운드 담당자 모집[복지포인트100만 외],신입·경력,학력무관,서울 구로구,"소셜커머스, 쇼핑몰, 오픈마켓, 온라인경매, 전자상거래",~12/07(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43451603?Oem_Code=C1&logpath=1&stext=&listno=24506
㈜엑스알스페이스,기술영업 경력자를 모집합니다.,경력,학력무관,서울 송파구,"기술영업, 거래선개발관리",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43451599?Oem_Code=C1&logpath=1&stext=&listno=24507
㈜웰스프레쉬,국립경찰병원 환자식당 조리원 정규직 채용 [웰스프레쉬],경력,학력무관,서울 송파구,"구내식당, 단체급식, 단체급식, 양식, 중식",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451598?Oem_Code=C1&logpath=1&stext=&listno=24508
㈜티사이언티픽,[티사이언티픽] 시스템 관제 모니터링(OP) 채용 - 상암,신입·경력1년↑,고졸↑,서울 마포구,"솔루션, 시스템운영, 보안관제, 소프트웨어개발, OP",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451595?Oem_Code=C1&logpath=1&stext=&listno=24509
㈜소다,[DFD그룹] SODA 브랜드 여성제화디자이너(신발/구두 디자인),경력3년↑,초대졸↑,경기 광주시 외,"잡화디자인, 잡화디자인, 잡화디자인",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43451567?Oem_Code=C1&logpath=1&stext=&listno=24510
㈜유니디아,IT Helpdesk 및 IT업무지원 인력채용,경력무관,학력무관,서울 영등포구,"원격상담, A·S수리, 기술지원, 하드웨어, 고객지원",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451592?Oem_Code=C1&logpath=1&stext=&listno=24511
㈜콘하스 한남점,콘하스 한남점에서 카페 베이커리 제과제빵 생산직 사원 모집합니다,경력,고졸↑,서울 용산구 외,"제과제빵점, 베이커리, 제빵사, 파티쉐",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43451573?Oem_Code=C1&logpath=1&stext=&listno=24512
㈜아세아방재,소방회사 (주)아세아방재 화성공장 시공팀 직원 채용합니다.,경력무관,고졸↑,경기 화성시,"소방, 소방·방재",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43451590?Oem_Code=C1&logpath=1&stext=&listno=24513
다스카손해사정화재해상,[다스카손해사정][한화생명보험] 서면심사팀 팀원 채용 - 대전,신입·경력,고졸↑,대전 중구 외,"전문간호사, 손해사정, 자동차보험, 수술실간호사, 손해평가",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451589?Oem_Code=C1&logpath=1&stext=&listno=24514
㈜숭인여행사,인바운드여행사 FIT자유여행 호텔수배및 오퍼레이션 구합니다(중국어가능자),경력무관,학력무관,서울 마포구,"호텔수배, 인바운드, 호텔리어, 호텔, 여행상품기획",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451587?Oem_Code=C1&logpath=1&stext=&listno=24515
랜디스도넛 가로수길점,[랜디스도넛 가로수길점]도넛 베이커 모집(공휴일수당포함지급),경력무관,고졸↑,서울 강남구,"제과제빵점, 베이커리, 제빵사",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43451583?Oem_Code=C1&logpath=1&stext=&listno=24516
유한회사 하이코스,수입명품화장품 Brand Assistant 채용 (DF Loreal Cosmetics),신입,초대졸↑,서울 강남구,"거래처관리, 영업기획, 브랜딩, 영업전략, 백화점",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451582?Oem_Code=C1&logpath=1&stext=&listno=24517
다스카손해사정화재해상,[다스카손해사정][DB손해보험] 서면심사팀 팀원 채용 - 원주,신입·경력,고졸↑,강원 원주시 외,"전문간호사, 손해사정, 자동차보험, 수술실간호사, 손해평가",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451581?Oem_Code=C1&logpath=1&stext=&listno=24518
㈜마이벨로,2차 전지 배터리팩 조립 공정 관리 담당자 구인,경력2년↑,학력무관,전남 순천시,"생산관리, 품질보증, 소비재",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451577?Oem_Code=C1&logpath=1&stext=&listno=24519
㈜아이러시,[대기업운영-상암동] 웹디자이너 모집,경력4년↑,학력무관,서울 마포구,웹에이전시,~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451574?Oem_Code=C1&logpath=1&stext=&listno=24520
㈔한국건설안전기술사회교육원,건설 안전컨설팅 팀원 채용,경력무관,초대졸↑,서울 종로구,안전평가,~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450570?Oem_Code=C1&logpath=1&stext=&listno=24921
㈜이브이서비스,전기차 충전기 설치 PM 모집(충전기 구축/용인),경력무관,학력무관,경기 화성시 외,"시공관리, 전기설비, 시공관리, 전기차, 시공관리",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43450569?Oem_Code=C1&logpath=1&stext=&listno=24922
서현365의원,/서현역 도보2분/서현365의원/ 원무행정팀 선생님 추가 모집합니다,경력1년↑,학력무관,경기 성남시,"접수·예약, 병원, 원무, 외래",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450561?Oem_Code=C1&logpath=1&stext=&listno=24923
이미지킹,"영상편집,촬영,제품사진촬영,동영상 제작 가능한 팀원 모집합니다",경력무관,고졸↑,경기 고양시,"영사기사, 방송기획, 영상제작, 2D디자인, 모션그래픽",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450560?Oem_Code=C1&logpath=1&stext=&listno=24924
㈜씨트립코리아,[Trip.com Group] Business Development Assistant,경력1년↑,대졸↑,서울 종로구,"여행사, 항공사",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450557?Oem_Code=C1&logpath=1&stext=&listno=24925
스타포장,을지로4가 방산시장내 포장자재 도소매업 유통관리자 모십니다.,경력무관,초대졸↑,서울 중구,"유통관리, 재고관리, 창고관리, 상품입출고",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450553?Oem_Code=C1&logpath=1&stext=&listno=24926
바른길진로교육,"메가스터디교육 바른길진로교육-안내데스크,행정직(정규직 전환)",경력무관,대졸↑,서울 강남구,"학원운영, 입시학원, 학생관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450552?Oem_Code=C1&logpath=1&stext=&listno=24927
신화푸드 석촌돈블랑,"[SFG] 돈블랑 석촌호수점 홀 정규직 모집 (주5일, 경력직 320만이상)",경력1년↑,학력무관,서울 송파구,"한식, 한식",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450551?Oem_Code=C1&logpath=1&stext=&listno=24928
㈜제이씨패밀리,"(주)제이씨패밀리, LAP 상품기획팀 경력직 모집",경력1년↑,대졸↑,서울 성동구 외,"패션, 여성의류, 의류, MD",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43450548?Oem_Code=C1&logpath=1&stext=&listno=24929
세준종합건설㈜,건축현장에서 공무업무를 보실분을 찾습니다,경력2년↑,학력무관,충남 공주시,시공관리,~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450541?Oem_Code=C1&logpath=1&stext=&listno=24930
이오의원,함께 성장해나갈 신논현역 피부과/비만클리닉에서 간호조무사 모집합니다.,경력무관,학력무관,서울 강남구,"피부과, 가정의학과, 진료보조",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450539?Oem_Code=C1&logpath=1&stext=&listno=24931
정진산업,납품 및 거래처관리 5톤운전가능자,경력무관,학력무관,경기 화성시,"적재·하역, 지게차운전, 납품기사, 화물차운전, 도료",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43450537?Oem_Code=C1&logpath=1&stext=&listno=24932
이데아호텔,부산역 호텔 프런트 직원 채용 (근무 시간 선택 지원),경력무관,고졸↑,부산 동구,"프론트, 호텔",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450534?Oem_Code=C1&logpath=1&stext=&listno=24933
국도산업안전㈜,신림동 아파트 건설현장 [안전감시단] 모집,경력1년↑,고졸↑,서울 관악구 외,"순찰, 산업안전, 건설안전, 산업안전",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43450530?Oem_Code=C1&logpath=1&stext=&listno=24934
㈜포인정보,"(주)포인정보 공공사업부(스마트시티,ITS관련) 신입사원채용 공고",신입,초대졸↑,경기 의왕시,"CCTV, 정보통신·IT, 무선통신, 통신, 도시계획",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450529?Oem_Code=C1&logpath=1&stext=&listno=24935
지강한식당 잠실점,[주5일] 지강한식당 잠실점 주방 직원 모집(동종업계 최.고.대.우),경력무관,학력무관,서울 송파구,"한식당, 프랜차이즈, 음식료, 한식",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43450527?Oem_Code=C1&logpath=1&stext=&listno=24936
주식회사 케이지산업개발,[라마다군산호텔] 주방조리팀 직원 모집,경력무관,학력무관,전북 군산시,"중식, 양식, 호텔, 한식, 서빙",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450526?Oem_Code=C1&logpath=1&stext=&listno=24937
㈜진코스텍,품질관리(화장품 제조업) 직원모집,경력무관,초대졸↑,경기 시흥시 외,"화장품, 품질보증, 검증",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450524?Oem_Code=C1&logpath=1&stext=&listno=24938
㈜조운개발,경리직원 구합니다(경력무관),경력무관,학력무관,경기 하남시,"부동산운용, 부동산컨설팅",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450523?Oem_Code=C1&logpath=1&stext=&listno=24939
세무법인나무강남지점,세무법인 회계 담당자 모집(정규직),경력무관,초대졸↑,서울 강남구,"세무법인, 결산, 결산, 세무기장",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43450521?Oem_Code=C1&logpath=1&stext=&listno=24940
㈜대현하이텍,(주)대현하이텍 자동차 부품 개발팀 채용 (정규직),경력10년↑,대졸↑,충북 충주시,"기구설계, 전기·전자, 3D설계, 제조·공정, 금형설계",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449732?Oem_Code=C1&logpath=1&stext=&listno=25341
제이앤비(J&B),패션디자이너 신입/경력 채용,신입·경력,학력무관,서울 금천구,"여성캐주얼디자인, 섬유디자인, 패션디자인, 의상디자인",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449731?Oem_Code=C1&logpath=1&stext=&listno=25342
㈜키예노,"공무팀 견적팀(과장, 차장급 각 1명)",경력5년↑,학력무관,서울 강남구,"실내건축, 인테리어",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449730?Oem_Code=C1&logpath=1&stext=&listno=25343
대화기기㈜,[대화기기] 의료기기 기구설계 정규직 채용,신입·경력,초대졸↑,서울 강남구,"기구설계, 3D설계, 피부관리, 금형설계, 기구설계",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43449727?Oem_Code=C1&logpath=1&stext=&listno=25344
드라발㈜,스웨덴계 외투법인 기술서비스직 인재모집,경력1년↑,초대졸↑,경남 창녕군,"A·S수리, 기술지원, 기계, 설치, 유지보수",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449726?Oem_Code=C1&logpath=1&stext=&listno=25345
파인트리호텔(유),2024 Travelodge Hotels 신규 호텔 오프닝 프론트 사원 공채 채용,신입·경력,학력무관,서울 중구,"호텔사무, 호텔, 프런트",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449725?Oem_Code=C1&logpath=1&stext=&listno=25346
엠티아이코리아,세무및경리업무 모집합니다(세금계산서및 세금관련업무),경력,초대졸↑,서울 중구,"부가세신고, 4대보험, 급여관리, 반도체장비, 반도체",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449724?Oem_Code=C1&logpath=1&stext=&listno=25347
엠케이오션빌트㈜,광양 분양 본부장 및 팀장 모집,경력무관,학력무관,전남 광양시,"분양, 부동산컨설팅, 부동산개발, 모델하우스, 부동산투자",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43449722?Oem_Code=C1&logpath=1&stext=&listno=25348
옥수동 밀도,[밀도 베이커리] 옥수점 베이커 모집,경력무관,학력무관,서울 성동구 외,"베이커리, 제과제빵점",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449719?Oem_Code=C1&logpath=1&stext=&listno=25349
㈜디오넷,네트워크 엔지니어 (기술지원) 채용 [정규직],경력1년↑,학력무관,서울 구로구,"유지보수, 기계조작, 네트웍구축, 시스템운영, 네트워크관리",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43449709?Oem_Code=C1&logpath=1&stext=&listno=25350
인주베이커스필드,바리스타) 배방 `인주 베이커스 필드점`에서 바리스타 팀원3명을 구합니다.,경력무관,고졸↑,충남 아산시 외,메뉴개발,~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449714?Oem_Code=C1&logpath=1&stext=&listno=25351
삼주외식산업㈜,삼주외식산업(주)에서 본사소속(단체급식지원조리실장) 모집합니다.,경력5년↑,학력무관,서울 송파구 외,"구내식당, 단체급식",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449712?Oem_Code=C1&logpath=1&stext=&listno=25352
㈜이젠컴퓨터아카데미안산,전기기능사(산업기사) 강사님 모십니다(이젠아카데미 안산),신입·경력1년↑,학력무관,경기 안산시 외,"직업전문학교, 전기점검, 전기설비, 자격증·기술, 전기배선",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449711?Oem_Code=C1&logpath=1&stext=&listno=25353
본네코,가구일을 배워보실 젊은 인재를 모집합니다.,신입,학력무관,경기 포천시,"배송기사, 가구",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43449710?Oem_Code=C1&logpath=1&stext=&listno=25354
㈜휴먼정보,세종시 공공기관 데이터센터 관제인력 모집,경력무관,초대졸↑,세종 전지역,"운영관제, 시스템운영, 데이터센터 OP",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449702?Oem_Code=C1&logpath=1&stext=&listno=25355
메디인 한방병원,메디인한방병원 식단상담 영양사 채용,경력1년↑,학력무관,충남 천안시,"한방병의원, 메뉴개발, 식단관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449701?Oem_Code=C1&logpath=1&stext=&listno=25356
국제갤러리홀딩㈜,삼청동 국제갤러리홀딩 비스트로카페 주방보조 구합니다.,경력,학력무관,서울 종로구,"양식, 양식, 양식당",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449698?Oem_Code=C1&logpath=1&stext=&listno=25357
㈜대오정공,매출마감 및 계약관리업무증권발급 등 경력직 채용,경력3년↑,고졸↑,서울 동작구,"행정, 건설기계, 매출관리, 문서관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449696?Oem_Code=C1&logpath=1&stext=&listno=25358
㈜퀄슨,[리얼클래스] 영어 교육 콘텐츠 기획자 (PM),경력3년↑,대졸↑,서울 강남구,"교육기획, 모바일App, 모바일, 교육콘텐츠개발",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449692?Oem_Code=C1&logpath=1&stext=&listno=25359
㈜김영모과자점,[김영모과자점] 본사 인사팀 급여 및 인사관리,경력1년↑,학력무관,서울 강남구 외,"프랜차이즈, 식품, 면접·채용, 교육기획, 급여관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43449625?Oem_Code=C1&logpath=1&stext=&listno=25360
㈜룩스코리아,[2023하반기]룩스필라테스 송파구지점 센터장(경력자우대),신입·경력,고졸↑,서울 송파구 외,"레포츠, 학원운영, 스포츠, 판매영업, 에어로빅",~12/13(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43448676?Oem_Code=C1&logpath=1&stext=&listno=25761
명랑시대외식청년창업협동(조),프랜차이즈 식품R&D연구원 모집,경력3년↑,초대졸↑,부산 동래구 외,메뉴개발,~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43448674?Oem_Code=C1&logpath=1&stext=&listno=25762
다이호해운항공㈜,"포워딩 수출 업무 경력자 채용공고(해상,항공)",경력3년↑,초대졸↑,서울 강남구,"항공운송, 수출입관리, 물류, 해상운송, 포워딩",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43448671?Oem_Code=C1&logpath=1&stext=&listno=25763
㈜고우아이티,"Office365, Microsoft365 기반 클라우드 기술지원 엔지니어 / HelpDesk 모집",신입·경력,초대졸↑,서울 성동구 외,"솔루션, 시스템운영, Help Desk, 기술지원, 소프트웨어개발",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43448663?Oem_Code=C1&logpath=1&stext=&listno=25764
㈜우신머티리얼즈,영업직 채용합니다.,경력무관,초대졸↑,경기 평택시,"화학, 거래처관리, 납품영업, 국내영업",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43448658?Oem_Code=C1&logpath=1&stext=&listno=25765
㈜킴스패밀리,(주)킴스패밀리 본사총무직(사무직) 직원채용,경력,학력무관,광주 서구,프랜차이즈,~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43448657?Oem_Code=C1&logpath=1&stext=&listno=25766
글로리서울안과,(강남역 5분거리) 글로리서울안과 수술실 인원 충원합니다.,경력무관,학력무관,서울 서초구,수술실보조,상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43448655?Oem_Code=C1&logpath=1&stext=&listno=25767
㈜라이브러리컴퍼니,클래식 기획/뮤지컬 기획&제작  채용,신입·경력2년↑,학력무관,서울 서초구,"콘서트, 공연제작, 공연기획, 클래식기획, 공연기획",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43448653?Oem_Code=C1&logpath=1&stext=&listno=25768
