회사명,공고명,"채용 형태(경력, 신입)",학력,직장 위치,키워드,마감 기한,공고 링크
㈜다도글로벌,[카페드롭탑] 점포개발(수도권) 담당 채용공고,경력4년↑,학력무관,서울 서초구,"가맹점개설, 거래처관리, 점포개발, 점포개발, 메뉴개발",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43460411?Oem_Code=C1&logpath=1&stext=&listno=1692
㈜바이와이제이,㈜바이와이제이 나인 사업부 스타일MD팀 채용,경력1년↑,초대졸↑,서울 강남구,"재고관리, 브랜드디자인, 헤어디자인, VMD, 매출관리",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43460400?Oem_Code=C1&logpath=1&stext=&listno=1693
㈜바이와이제이,[NAIN나인] 디자인실 소재담당 채용,경력7년↑,학력무관,서울 강남구,"아동복디자인, 잡화디자인, 여성캐주얼디자인, 홈패션디자인, 섬유디자인",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43460390?Oem_Code=C1&logpath=1&stext=&listno=1694
㈜현대그린푸드,[현대그린푸드] CS강사(교육 기획담당) 신입/경력 모집,신입·경력,초대졸↑,경기 용인시,"CS교육, 단체급식, 교육기획",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43460395?Oem_Code=C1&logpath=1&stext=&listno=1695
에스앤티모티브㈜,사내 간호사 채용공고(계약직),경력무관,초대졸↑,부산 기장군,"전문간호사, 메카트로닉스, 철강, 자동차",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43460350?Oem_Code=C1&logpath=1&stext=&listno=1696
㈜하나투어,하나투어 데이터랩 채용(여행서비스 기획),경력3년↑,학력무관,서울 종로구,여행사,~01/30(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43460336?Oem_Code=C1&logpath=1&stext=&listno=1697
케이티텔레캅㈜,2023년 12월 SG사원 상시채용,신입,고졸↑,전국,"순찰, 보안관제",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43460335?Oem_Code=C1&logpath=1&stext=&listno=1698
㈜하나투어,"하나투어 데이터랩 채용(검색서비스 개발, 추천서비스 개발)",경력3년↑,학력무관,서울 종로구,여행사,~01/30(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43460311?Oem_Code=C1&logpath=1&stext=&listno=1699
㈜듀켐바이오,[듀켐바이오] 방사성의약품 운반기사 채용 (서울 신촌세브란스병원 내),신입·경력,고졸↑,서울 서대문구 외,"㈜듀켐바이오, 바이오, 병원, 제약·바이오R&D",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43460300?Oem_Code=C1&logpath=1&stext=&listno=1700
SMC 엔지니어링㈜,[경기 이천/충북 청주 SK하이닉스] 반도체 장비 4조 3교대 채용,신입·경력,고졸↑,경기 이천시 외,"반도체장비, 생산기술, 기술지원, 조립, A·S수리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43446759?Oem_Code=C1&logpath=1&stext=&listno=2101
㈜엑스퍼트컴퍼니,2023년 하반기 전략기획 분야 인재채용,신입·경력,대졸↑,서울,"경영연구소, IPO, M&A, 에너지, 연구소",~12/22(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43434202?Oem_Code=C1&logpath=1&stext=&listno=2102
헤이! 스콘(Hey! Scone),[제과제빵사 모집공고] 분당 야탑에 위치한 스콘맛집 `헤이스콘`에서 제과제빵사님을 모십니다.,경력1년↑,학력무관,경기 성남시,"베이커리, 파티쉐, 카페, 제과제빵점, 제빵사",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43442746?Oem_Code=C1&logpath=1&stext=&listno=2103
㈜삼미,[삼미] 인천영업소 경영관리 사원 모집,신입·경력,학력무관,인천 동구 외,"승무원편조, 항공사, 파트너쉽, RM, 화물영업",~12/07(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43455313?Oem_Code=C1&logpath=1&stext=&listno=2104
㈜제주항공,제주항공 일반직 상시채용,신입·경력3년↑,학력무관,서울 강서구 외,"항공사, 데이터분석",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43455297?Oem_Code=C1&logpath=1&stext=&listno=2105
㈜제주항공,제주항공 IT 분야 상시채용,신입·경력3년↑,학력무관,서울 강서구 외,"마트, 진열관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43455284?Oem_Code=C1&logpath=1&stext=&listno=2106
홈플러스,홈플러스 평촌] 선임 채용 (축산),경력무관,학력무관,경기 안양시,"스토리텔러, 프리젠터",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43455277?Oem_Code=C1&logpath=1&stext=&listno=2107
㈜지엠컴,[삼성 BSS 전시관] 매니저/프리젠터 채용 (영어),경력무관,학력무관,경기 용인시 외,"모바일앱개발, SM, 네트워크관리, 시스템운영, SI",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43455210?Oem_Code=C1&logpath=1&stext=&listno=2108
㈜핑거,[핑거] 인프라 TA 담당자 채용,경력3년↑,초대졸↑,서울,"화장품, 해외마케팅, 바이어개발, 영어, 거래처관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43455162?Oem_Code=C1&logpath=1&stext=&listno=2109
㈜본느,[BONNE]화장품 브랜드(Touch In Sol)해외영업 팀원 경력 채용,경력2년↑,대졸↑,서울 강남구,"화장품, 기업홍보, 메이크업, 키워드광고, 브랜딩",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43455150?Oem_Code=C1&logpath=1&stext=&listno=2110
㈜본느,[BONNE]화장품브랜드 온라인MD 영업관리 경력 채용(주임/대리급),경력3년↑,대졸↑,서울 강남구,"화장품, 메이크업, 해외마케팅, 수출입관리, 수출입계약",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43455144?Oem_Code=C1&logpath=1&stext=&listno=2111
㈜본느,[BONNE]화장품 해외영업(ODM/OEM) 경력직 채용(주임/과장급),경력3년↑,대졸↑,서울 강남구,"인터넷방송, 뉴미디어, PL, PM, 앱기획",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43455138?Oem_Code=C1&logpath=1&stext=&listno=2112
아프리카티비,[아프리카TV] 게임 및 e스포츠 서비스 기획 PM,경력3년↑,학력무관,서울 강남구,"CSS3, 웹표준·웹접근성, JavaScript, jquery, figma",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43454922?Oem_Code=C1&logpath=1&stext=&listno=2113
㈜에코마케팅,[테크팀] 자사몰 개발·운영 퍼블리셔 신입/경력 채용,경력무관,대졸↑,서울 강남구,호텔,~12/04(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43454897?Oem_Code=C1&logpath=1&stext=&listno=2114
㈜조선호텔앤리조트 웨스틴조선서울,웨스틴 조선  서울 마케팅팀(객실예약) 계약직 신입채용,신입,학력무관,서울 중구,생산관리,~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43454835?Oem_Code=C1&logpath=1&stext=&listno=2115
㈜동인기연,[김포 본사] 생산관리 경력 채용 (사원급),경력2년↑,초대졸↑,경기 김포시 외,"교수설계, 교재제작, 어학원, 영어학원, e러닝",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43454834?Oem_Code=C1&logpath=1&stext=&listno=2116
아이헤이트플라잉버그스㈜,"수학 콘텐츠 스페셜리스트 (신입,경력)",경력무관,대졸↑,서울 영등포구,"어학원, 영어학원, 회원모집상담, e러닝, 영어",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43454660?Oem_Code=C1&logpath=1&stext=&listno=2117
아이헤이트플라잉버그스㈜,"영어 온택트 선생님 (신입, 경력)",경력무관,학력무관,서울 영등포구,"네트워크보안, 정보보안, 방화벽, 정보보안",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43454414?Oem_Code=C1&logpath=1&stext=&listno=2118
에스케이쉴더스㈜,SKI계열사 IT Service 운영 및 신입/경력직 채용,신입·경력1년↑,초대졸↑,서울 종로구,"솔루션영업, SI, 소프트웨어개발",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43454825?Oem_Code=C1&logpath=1&stext=&listno=2119
㈜크린센스,(주)크린센스 영업지원 사무직원 채용,신입·경력,학력무관,서울 송파구,"사이트관리, 거래처관리, 문서관리, 생활용품, 소비재",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43453976?Oem_Code=C1&logpath=1&stext=&listno=2501
㈜부스터스주원,"1톤 야간배송 화물기사직 모집[유기농박스 배송, 약 5kg, 피킹x]",신입·경력,학력무관,경기,"물류센터, 유통관리, 입하, 창고관리, 택배",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43453518?Oem_Code=C1&logpath=1&stext=&listno=2502
㈜태선인터내셔널,주식회사 태선인터내셔널 포워딩 경력직 업무부 대리 채용,경력2년↑,대졸↑,서울 금천구 외,"포워딩, 포워딩",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43453249?Oem_Code=C1&logpath=1&stext=&listno=2503
㈜디자인플랜비,인테리어 설계팀원 정규직,신입·경력,초대졸↑,서울 마포구 외,"건축설계, CAD, 실내건축, 건축시공, 인테리어",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43453008?Oem_Code=C1&logpath=1&stext=&listno=2504
익스첼 합정본점,[주5일/월275만] 익스첼 홀서빙직원 모집 / 멕시칸브런치 레스토랑,신입·경력,학력무관,서울 마포구 외,"양식당, 음식료, 퓨전푸드, 양식, 서빙",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452621?Oem_Code=C1&logpath=1&stext=&listno=2505
㈜티엔엠투어,티엔엠투어 인사/총무/정산 신입채용,신입,학력무관,서울 종로구,"관광, 관리회계, 부가세신고, 4대보험, 급여관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452566?Oem_Code=C1&logpath=1&stext=&listno=2506
㈜더존시스템,CCTV 설치 및 유지보수 관련 정보통신 기술 자격증 보유 현장 근무 직원 구인,경력무관,학력무관,경기 김포시,"통신, CCTV, 정보통신, 유지보수",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43452563?Oem_Code=C1&logpath=1&stext=&listno=2507
㈜굿앤피플컴퍼니,[월평균550萬元]경남.충청.제주 전국모바일캠프 전지역[본인지역 근무가능]쿠팡퀵플렉스 주간/야간 배송직원 채용공고,경력무관,학력무관,강원 춘천시 외,"물류센터, 배송, 운송, 육상운송, 택배",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43452508?Oem_Code=C1&logpath=1&stext=&listno=2508
㈜굿앤피플컴퍼니,[월평균550萬元]창원.전북 전국모바일캠프[본인지역 근무가능]쿠팡퀵플렉스 주간/야간 배송직원 채용공고,경력무관,학력무관,경남 김해시 외,"물류센터, 배송, 운송, 육상운송, 택배",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43452506?Oem_Code=C1&logpath=1&stext=&listno=2509
㈜굿앤피플컴퍼니,[월평균550萬元]대구.대전 경상 전지역 모바일캠프 [본인지역 근무가능]쿠팡퀵플렉스 주간/야간 배송직원 채용공고,경력무관,학력무관,대구 수성구 외,"물류센터, 배송, 운송, 육상운송, 택배",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43452505?Oem_Code=C1&logpath=1&stext=&listno=2510
㈜굿앤피플컴퍼니,[월평균550萬元]광주광역시.경기 전국모바일캠프 [본인지역근무가능]쿠팡퀵플렉스 주간/야간 배송직원 채용공고,경력무관,학력무관,경기 포천시 외,"물류센터, 배송, 운송, 육상운송, 택배",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43452425?Oem_Code=C1&logpath=1&stext=&listno=2511
㈜굿앤피플컴퍼니,"[월평균550萬元]인천,경기 전국모바일캠프[본인지역 근무가능]쿠팡퀵플렉스 배송직원 채용공고",경력무관,학력무관,경기 광명시 외,"물류센터, 배송, 운송, 육상운송, 택배",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43452424?Oem_Code=C1&logpath=1&stext=&listno=2512
㈜굿앤피플컴퍼니,쿠팡퀵플렉스 배송직원 채용공고 전국모바일캠프 [월평균550萬元]주간/야간 서울전지역[본인지역물류센터근무],경력무관,학력무관,경기 고양시 외,"물류센터, 배송, 운송, 육상운송, 택배",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43452423?Oem_Code=C1&logpath=1&stext=&listno=2513
㈜굿앤피플컴퍼니,씨제이대한통운 Bottled Water 전담 배송직원 채용공고 자율배송/자율출근 [월평균550萬元],경력무관,학력무관,세종 전지역 외,"물류센터, 배송, 운송, 육상운송, 택배",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43452421?Oem_Code=C1&logpath=1&stext=&listno=2514
㈜굿앤피플컴퍼니,"쿠팡 퀵플렉스 배송사원 채용공고 전국모바일캠프 [월평균550萬元]주간/야간 본인지역 물류센터 근무 안산,용인,의정부 전지역",경력무관,학력무관,서울 강동구 외,"물류센터, 배송, 운송, 육상운송, 택배",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43452418?Oem_Code=C1&logpath=1&stext=&listno=2515
㈜라이프스피치스쿨,3년이상 마케터 구인,경력3년↑,학력무관,서울 마포구,"기업교육, 영상제작, 키워드광고, 프로모션, 카페·블로그관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43452333?Oem_Code=C1&logpath=1&stext=&listno=2516
㈜ 남양주정상에듀,정상어학원 [별내분원] 데스크행정 모집,신입·경력,초대졸↑,경기 남양주시,"교사, 어학원, 영어학원, 학원강사, 교육상담",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43452201?Oem_Code=C1&logpath=1&stext=&listno=2517
㈜팬마음,[팬플러스] 백엔드 개발자 병역특례 현역 / 보충역 모집(Node.js),신입,학력무관,서울 강남구 외,"서버개발, 웹개발, 인프라, 프론트엔드, AWS",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43452118?Oem_Code=C1&logpath=1&stext=&listno=2518
삼오네트㈜,"온라인몰 관리 및 컴퓨터 업그레이드,조립분야 정규직 채용합니다.",신입·경력2년↑,학력무관,서울 영등포구 외,"쇼핑몰, 영업지원, 오픈마켓, 컴퓨터, 판매관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43451975?Oem_Code=C1&logpath=1&stext=&listno=2519
(주)새한테크,"Sales Team MD 신입채용,유아용품,반려용품 온라인MD",경력무관,학력무관,서울 송파구 외,"키워드광고, 프로모션, 브랜딩, AMD, 리테일MD",~12/07(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43451990?Oem_Code=C1&logpath=1&stext=&listno=2520
동원그룹,[동원홈푸드] 호남권 영양사 경력직 상시채용 인재POOL,경력1년↑,초대졸↑,전남 담양군 외,"단체급식, 식품가공",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43442140?Oem_Code=C1&logpath=1&stext=&listno=2921
㈜바른컴퍼니,[바른손카드] 재무팀(회계결산 및 세무관리) 경력직 채용,경력5년↑,초대졸↑,서울 서초구 외,"부가세신고, ERP운용, 재무회계, 상품기획, 자금관리",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43442123?Oem_Code=C1&logpath=1&stext=&listno=2922
㈜아이씨비,[아이박스] 아이씨비 자회사 물류센터 관리 채용공고,신입·경력,학력무관,인천 서구,"창고관리, B2B, B2C, 물류센터, 전자상거래",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43442116?Oem_Code=C1&logpath=1&stext=&listno=2923
홍익대학교,홍익대학교 서울캠퍼스 전자전기공학부 조교 채용,경력무관,대졸↑,서울 마포구,"행정, 행정, 문서작성, 대학교, 조교",~12/04(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43442089?Oem_Code=C1&logpath=1&stext=&listno=2924
동원그룹,[동원홈푸드] 충청권 영양사 경력직 상시채용 인재POOL,경력1년↑,초대졸↑,대전 유성구 외,"단체급식, 식품가공",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43442070?Oem_Code=C1&logpath=1&stext=&listno=2925
(주)케이에이디,[KAD-ASSA ABLOY] CS기술지원팀 신입사원 및 경력직 채용,신입·경력,학력무관,경기 화성시 외,"해피콜, ㈜케이에이디, A·S수리, 기술지원, 접수·예약",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43442032?Oem_Code=C1&logpath=1&stext=&listno=2926
동원그룹,[동원홈푸드] 서울/경기/인천 영양사 경력직 상시채용 인재POOL,경력1년↑,초대졸↑,서울 서초구 외,"단체급식, 식품가공",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43441942?Oem_Code=C1&logpath=1&stext=&listno=2927
㈜크래프톤,[Creative] Creative Art director (5년 이상),경력,학력무관,서울 강남구,"크리에이티브 컨셉/기획/제작, 콘텐츠 제작 디렉팅, 프로듀싱",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43441998?Oem_Code=C1&logpath=1&stext=&listno=2928
㈜크래프톤,[Publishing Business Div.] Lead of Publishing Biz - Dark and Darker Mobile (10년 이상),경력,대졸↑,서울 강남구,"개선 방안 도출, PM, 지표 분석, 프로덕트 매니징",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43441994?Oem_Code=C1&logpath=1&stext=&listno=2929
㈜JYP엔터테인먼트,[JYP엔터테인먼트] Music 채용,신입·경력,학력무관,서울 강동구,"엔터테인먼트사, 음향, 연예기획, 앨범제작, 프로듀서",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43441957?Oem_Code=C1&logpath=1&stext=&listno=2930
