회사명,공고명,"채용 형태(경력, 신입)",학력,직장 위치,키워드,마감 기한,공고 링크
우수 기업,"영업관리/영업지원,마케팅, 신입 및 경력 채용",경력,초대졸↑,전남 영암군 외,"데이터분석, 조선, 메카트로닉스, 영업기획, 영업전략",~02/20(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43393664?PageGbn=HH&logpath=1&stext=데이터분석&listno=8653
대기업,"대기업그룹 그룹사 글로벌브랜드전략 과장,차장,부장급 구함(굿커리어)",경력10년↑,대졸↑,경기 전지역,"데이터분석, 기업홍보, 라이센싱, 석유화학, 화공",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43393594?PageGbn=HH&logpath=1&stext=데이터분석&listno=8654
대기업,"대기업 화장품(파운데이션,팩트) 글로벌 상품개발,BM 대리급 구함(굿커리어)",경력3년↑,대졸↑,서울 전지역,"데이터분석, 화장품, 시장조사, 식품MD, 메이크업",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43393562?PageGbn=HH&logpath=1&stext=데이터분석&listno=8655
벤처기업,"헬스케어플랫폼기업 신사업전략 팀원,팀장급 구함(굿커리어)",경력3년↑,대졸↑,서울 전지역,"데이터분석, M&A, 바이오, 신사업기획, 이미지컨설팅",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43393560?PageGbn=HH&logpath=1&stext=데이터분석&listno=8656
대기업,"대기업 생활용품(헤어뷰티) 글로벌마케팅,BM(영어) 대리,과장급 구함(굿커리어)",경력5년↑,대졸↑,서울 전지역,"데이터분석, 화장품, 시장조사, 식품MD, 메이크업",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43393557?PageGbn=HH&logpath=1&stext=데이터분석&listno=8657
대기업,"대기업 베이스 메이크업화장품 제품기획(BM) 대리,과장급 구함(굿커리어)",경력4년↑,대졸↑,서울 전지역,"데이터분석, 화장품, 기업홍보, 라이센싱, 식품MD",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43393549?PageGbn=HH&logpath=1&stext=데이터분석&listno=8658
대기업 계열사·자회사,"대기업 생활용품,FMCG 해외영업(미국,아시아) 대리급 구함(굿커리어)",경력3년↑,대졸↑,서울 전지역,"데이터분석, 화장품, 거래처관리, 메이크업, 영업기획",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43393544?PageGbn=HH&logpath=1&stext=데이터분석&listno=8659
대기업,[식품부문 코스피상장사] 경영기획 대리-과장급 채용(서대문구),경력15년↑,대졸↑,서울 서대문구,"데이터분석, 경영관리, 서치펌, 경영기획",~01/21(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43393294?PageGbn=HH&logpath=1&stext=데이터분석&listno=8660
대기업,Data Engineer - 최고대기업,경력5년↑,대졸↑,서울 전지역,"데이터분석, 빅데이터, 전자",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/42946547?PageGbn=HH&logpath=1&stext=데이터분석&listno=9061
외국계 기업,[일본계기업]마케팅 담당자 모집(사원-대리급),경력,학력무관,서울 서대문구 외,"데이터분석, 디지털마케팅, 시장조사, SNS마케팅, 콘텐츠기획",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/42946059?PageGbn=HH&logpath=1&stext=데이터분석&listno=9062
중소기업(300명이하),해외사업/전략투자 지원 (대리급 이하),경력1년↑,학력무관,경기 성남시,"데이터분석, 신사업기획, 인터넷교육, 사업기획, 전략기획",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/42944574?PageGbn=HH&logpath=1&stext=데이터분석&listno=9063
외국계 기업,AS Planning & Marketing Specialist (과장급) - 외국계 럭셔리 수입차 브랜드,경력4년↑,대졸↑,서울 전지역,"데이터분석, 시장조사, A·S수리, 기술지원, 전략기획",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/42944369?PageGbn=HH&logpath=1&stext=데이터분석&listno=9064
외국계 기업,06 Data Analytics Manager [외국계명품사],경력12년↑,대졸↑,서울 강남구,"데이터분석, 헤드헌팅",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/42939339?PageGbn=HH&logpath=1&stext=데이터분석&listno=9065
중견기업(300명이상),8. IT Business Analyst 이커머스 경력직 -명품쥬얼리브랜드,경력5년↑,대졸↑,서울 중구,"데이터분석, 데이터분석, 패션",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/42937565?PageGbn=HH&logpath=1&stext=데이터분석&listno=9066
대기업 계열사·자회사,[대기업 계열 자회사] 전략기획 (경력3년차이상 대리과장급),경력3년↑,대졸↑,서울 강남구,"데이터분석, 놀이공원, 신사업기획, 사업기획, 재무기획",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/42931847?PageGbn=HH&logpath=1&stext=데이터분석&listno=9067
중견기업(300명이상),06. IT Business Analyst 이커머스 경력직 -명품쥬얼리,경력5년↑,대졸↑,서울 중구,"데이터분석, 데이터분석, 패션",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/42928716?PageGbn=HH&logpath=1&stext=데이터분석&listno=9068
중견기업(300명이상),8. IT Business Analyst 이커머스 경력직 -명품쥬얼리,경력5년↑,대졸↑,서울 중구,"데이터분석, 데이터분석, 패션",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/42927932?PageGbn=HH&logpath=1&stext=데이터분석&listno=9069
외국계 기업,Business Developer (과장-부장) - 유명 글로벌 에너지사,경력8년↑,대졸↑,서울 강남구,"데이터분석, 화공, 석유화학, 신사업기획, 화학",~12/19(화),https://www.jobkorea.co.kr//Recruit/GI_Read/42926499?PageGbn=HH&logpath=1&stext=데이터분석&listno=9070
중견기업(300명이상),저축은행 디지털금융빅데이터팀 대리급,경력4년↑,대졸↑,서울 용산구,"데이터분석, 헤드헌팅, 분석모델링, 모델링",~12/19(화),https://www.jobkorea.co.kr//Recruit/GI_Read/42919021?PageGbn=HH&logpath=1&stext=데이터분석&listno=9071
중견기업(300명이상),8. IT Business Analyst 이커머스 경력직 -명품 브랜드,경력5년↑,대졸↑,서울 중구,"데이터분석, 데이터분석, 패션",~12/19(화),https://www.jobkorea.co.kr//Recruit/GI_Read/42918387?PageGbn=HH&logpath=1&stext=데이터분석&listno=9072
외국계 기업,[전자소재기업] 경영관리 - 캐나다근무,경력,대졸↑,북아메리카 캐나다,"데이터분석, 예산관리, 경영관리, 원가 및 손익 관련 재무 분석, 생활용품",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/42914088?PageGbn=HH&logpath=1&stext=데이터분석&listno=9073
중견기업(300명이상),8. IT Business Analyst 이커머스 경력직 - 명품 브랜드,경력5년↑,대졸↑,서울 중구,"데이터분석, 데이터분석, 패션",~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/42908499?PageGbn=HH&logpath=1&stext=데이터분석&listno=9074
중견기업(300명이상),8. IT Business Analyst 이커머스 경력직 [명품 브랜드],경력5년↑,대졸↑,서울 중구,"데이터분석, 데이터분석, 패션",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/42903013?PageGbn=HH&logpath=1&stext=데이터분석&listno=9075
중소기업(300명이하),06. 커뮤니케이션 마케팅 매니저 [헬스케어 기업],경력4년↑,대졸↑,서울 강남구,"데이터분석, 서치펌, 헤드헌팅, 사업기획, 재무기획",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/42901377?PageGbn=HH&logpath=1&stext=데이터분석&listno=9076
유명저축은행,[유명 저축은행] 디지털금융 빅데이터,경력3년↑,학력무관,서울 전지역,"데이터분석, 빅데이터, 저축은행",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/42901183?PageGbn=HH&logpath=1&stext=데이터분석&listno=9077
중소기업(300명이하),[중소 IT 회사]영업지원(영어) / 신입사원,경력,초대졸↑,서울 전지역 외,"데이터분석, 고객관리, 거래처관리, 영업기획, 영업지원",~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/42899848?PageGbn=HH&logpath=1&stext=데이터분석&listno=9078
외국계 기업,데이터 Technical Consulting,경력3년↑,학력무관,경기 화성시,"데이터분석, 데이터관리, 데이터레이크, 데이터시각화, ETL",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/42894906?PageGbn=HH&logpath=1&stext=데이터분석&listno=9079
중견기업(300명이상),[국내뷰티메디컬그룹]  기획 신사업 담당,경력4년↑,초대졸↑,서울 전지역,"데이터분석, 데이터집계, 서치펌, 헤드헌팅, 레포트작성",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/42884956?PageGbn=HH&logpath=1&stext=데이터분석&listno=9080
대기업 계열사·자회사,화장품 제조사 구매팀장(차장급) 채용,경력11년↑,학력무관,세종 전지역,"화장품, 구매계약, 자재구매, 자재구매",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43408935?PageGbn=HH&logpath=1&stext=데이터분석&listno=9481
중소기업(300명이하),의료기기 펌웨어설계 및 개발 3년이상 경력 채용,경력3년↑,대졸↑,경기 용인시,"웹표준·웹접근성, 검증, GUI, 시스템설계, 회로설계",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43408829?PageGbn=HH&logpath=1&stext=데이터분석&listno=9482
중소기업(300명이하),시니어 펌웨어개발 5년이상 팀장직 채용,경력5년↑,대졸↑,서울 금천구,"펌웨어, 시스템분석, SI개발, 시스템설계, 임베디드",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43408803?PageGbn=HH&logpath=1&stext=데이터분석&listno=9483
중소기업(300명이하),의료기기 펌웨어 설계 및 개발 3년이상 경력 채용,경력3년↑,대졸↑,경기 용인시,"웹표준·웹접근성, 검증, GUI, 시스템설계, 회로설계",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43408655?PageGbn=HH&logpath=1&stext=데이터분석&listno=9484
중소기업(300명이하),시니어 펌웨어 개발 5년이상 팀장직 채용,경력5년↑,대졸↑,서울 금천구,"펌웨어, 시스템분석, SI개발, 시스템설계, 임베디드",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43408589?PageGbn=HH&logpath=1&stext=데이터분석&listno=9485
중소기업(300명이하),(유명 입시정보기업 )  AI 서비스 개발,경력3년↑,대졸↑,서울 종로구,"딥러닝, 교재제작, 자연어처리(NLP)",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43408352?PageGbn=HH&logpath=1&stext=데이터분석&listno=9486
중소기업(300명이하),(유명 입시정보기업 )  딥러닝기반 추천시스템 개발,경력3년↑,석사↑,서울 종로구,"딥러닝, 교재제작",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43408330?PageGbn=HH&logpath=1&stext=데이터분석&listno=9487
벤처기업,[서울 은평] IT사 기술지원엔지니어,경력1년↑,초대졸↑,서울 은평구,"솔루션, 기술지원, 소프트웨어개발",~02/22(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43408323?PageGbn=HH&logpath=1&stext=데이터분석&listno=9488
벤처기업,[서울 은평] IT사 웹개발 각부분 채용,경력1년↑,초대졸↑,서울 은평구,"솔루션, 소프트웨어개발",~02/22(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43408255?PageGbn=HH&logpath=1&stext=데이터분석&listno=9489
중견기업(300명이상),[유명 HR비즈니스 기업] 광고세일즈·운영 (경력 5년 이상),경력5년↑,대졸↑,서울 강서구,광고기획,~01/23(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43408233?PageGbn=HH&logpath=1&stext=데이터분석&listno=9490
중견기업(300명이상),[ 외국계자동차부품사 ] Finance manager ( 부장 / 이사급 ),경력,대졸↑,경기 전지역,자동차부품,~02/22(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43408227?PageGbn=HH&logpath=1&stext=데이터분석&listno=9491
샵라이브,일본 사업개발 담당자(솔루션 세일즈),경력5년↑,대졸↑,서울 강남구,"서치펌, 솔루션영업, 헤드헌팅",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43408025?PageGbn=HH&logpath=1&stext=데이터분석&listno=9492
중견기업(300명이상),KNIT 의류수출 중견기업 베트남 법인 생산기획 경력 3년 이상,경력3년↑,대졸↑,서울 강남구 외,"조직관리, 생산관리, 생산계획 관리, 수출영업, KNIT 영업",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43407738?PageGbn=HH&logpath=1&stext=데이터분석&listno=9493
중견기업(300명이상),유명중견 제약사 CNS 마케팅 PM 대리과장급,경력4년↑,대졸↑,서울 강남구,"브랜딩, 제약",~02/22(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43407375?PageGbn=HH&logpath=1&stext=데이터분석&listno=9494
중견기업(300명이상),경영기획(예산관리 등),경력2년↑,대졸↑,서울 전지역,"컨텐츠개발, e러닝, 어학원, 영어학원, IT학원",~02/22(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43407226?PageGbn=HH&logpath=1&stext=데이터분석&listno=9495
대기업,인사팀(노무 경력 필수),경력3년↑,대졸↑,경기 안산시,"제약, 노사관리",~12/24(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43407149?PageGbn=HH&logpath=1&stext=데이터분석&listno=9496
중소기업(300명이하),상장 예정 뷰티산업 기업 병원 국내 영업 경력(대리-과장),경력5년↑,초대졸↑,서울 강남구,"제약영업, 거래처관리, 서치펌, 헤드헌팅, 의료기기영업",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43407102?PageGbn=HH&logpath=1&stext=데이터분석&listno=9497
대기업,멀티미디어 프레임워크(Framework) 개발 전문가 채용 - 글로벌 전자 우량대기업,경력2년↑,대졸↑,서울 전지역,"전자, 시스템분석, 클라이언트, SI개발, 인터페이스",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43407031?PageGbn=HH&logpath=1&stext=데이터분석&listno=9498
벤처기업,[벤처기업] Senior F/W개발자(팀장),경력10년↑,대졸↑,서울 금천구,"서치펌, 펌웨어, 헤드헌팅",~12/07(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43406998?PageGbn=HH&logpath=1&stext=데이터분석&listno=9499
외국계 기업,Global Golf Brand-골프용품 영업관리,경력,대졸↑,서울 성동구,"거래처관리, 남성의류, 패션, 가맹점관리, 대리점관리",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43406741?PageGbn=HH&logpath=1&stext=데이터분석&listno=9500
중소기업(300명이하),"코스닥상장 인공지능 S/W개발 전문기업 [웹크롤링 개발 / 데이터 엔지니어링 - 신입 or 경력 2-10년, 사원-차장급, 강남역]",경력,대졸↑,서울 강남구 외,"BigData, 솔루션, 인공지능, 소프트웨어개발, 웹크롤링 개발 / 데이터 엔지니어링",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43304708?PageGbn=HH&logpath=1&stext=데이터분석&listno=9901
벤처기업,[IT기업] Machine Learning Engineer,경력,대졸↑,서울 서초구,"딥러닝, 통계·분석, 온라인광고, 광고기획, 광고대행",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43304365?PageGbn=HH&logpath=1&stext=데이터분석&listno=9902
중견기업(300명이상),SAP   FI/TR모듈- 중견그룹사,경력5년↑,대졸↑,대구 전지역,"서치펌, 헤드헌팅, PM, 시스템분석, 결산",~02/08(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43304363?PageGbn=HH&logpath=1&stext=데이터분석&listno=9903
대기업,국내대기업 정보보안 컨설팅 경력직 채용,경력8년↑,대졸↑,서울 전지역,정보보안,~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43304223?PageGbn=HH&logpath=1&stext=데이터분석&listno=9904
대기업,"긴급) MD/BUYER (온라인, 오프라인) - 국내 TOP면세점 - 최우대",경력4년↑,대졸↑,서울 전지역,"할인점, 수입, 화장품, AMD, 리테일MD",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43304043?PageGbn=HH&logpath=1&stext=데이터분석&listno=9905
대기업,"긴급) 국내 TOP면세점 - MD/BUYER (온라인, 오프라인) - 최우대",경력4년↑,대졸↑,서울 전지역,"할인점, 수입, 화장품, AMD, 리테일MD",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43304038?PageGbn=HH&logpath=1&stext=데이터분석&listno=9906
대기업,"긴급) 바이어/MD (주류,담배) - 국내 TOP면세점 - 최우대",경력4년↑,대졸↑,서울 전지역,"주류, 식품MD, 할인점, 수입, 담배",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43303976?PageGbn=HH&logpath=1&stext=데이터분석&listno=9907
대기업,"긴급) 국내 TOP면세점 - 바이어/MD (주류,담배) - 최우대",경력4년↑,대졸↑,서울 전지역,"주류, 식품MD, 할인점, 수입, 담배",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43303971?PageGbn=HH&logpath=1&stext=데이터분석&listno=9908
대기업,대기업 헬스케어 플랫폼 기업 전략상품기획 팀장 정규직 채용,경력10년↑,대졸↑,서울 영등포구,"신사업기획, 사업기획, 전략기획",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43303819?PageGbn=HH&logpath=1&stext=데이터분석&listno=9909
대기업 계열사·자회사,[그룹사-호텔앤리조트] 정보보호 및 정보보안 담당자 (인하우스경력 필수),경력7년↑,대졸↑,서울 마포구,"시스템분석, 정보보안, 방화벽, 호텔, 보안관제",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43303077?PageGbn=HH&logpath=1&stext=데이터분석&listno=9910
중소기업(300명이하),[IT/PM] Product Manager,경력,대졸↑,서울 전지역,"PM, 의료기기",~01/09(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43302167?PageGbn=HH&logpath=1&stext=데이터분석&listno=9911
중소기업(300명이하),코스닥상장 AI기업 / 임베디드 C++ 개발,경력2년↑,대졸↑,서울 금천구,"패션, 시스템분석, 여성의류, 의류, 시스템설계",~02/08(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43301871?PageGbn=HH&logpath=1&stext=데이터분석&listno=9912
대기업,[대기업 광고대행사] BTL AP / 공간기획 전략 채용,경력3년↑,대졸↑,서울 전지역,"브랜딩, 광고기획, 광고대행",~02/08(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43301623?PageGbn=HH&logpath=1&stext=데이터분석&listno=9913
중견기업(300명이상),중견 생활용품&화장품제조기업 IT기획 운영관리담당자 대리-과장급,경력5년↑,대졸↑,서울 용산구,"네트워크관리, 시스템운영, 시스템운영, 서버구축, 시스템분석",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43301060?PageGbn=HH&logpath=1&stext=데이터분석&listno=9914
대기업 계열사·자회사,"유망중견그룹 경영정보실 MES분야 전문가(차/부장급, 15년이상, 과천근무)",경력15년↑,대졸↑,경기 과천시,"MES, 자동차부품",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43300406?PageGbn=HH&logpath=1&stext=데이터분석&listno=9915
벤처기업,서비스기획(대리급) / 스포츠스타 NFT AI 블록체인 기업,경력3년↑,초대졸↑,서울 강남구,"B2C, 서비스기획",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43300402?PageGbn=HH&logpath=1&stext=데이터분석&listno=9916
중견기업(300명이상),반도체장비 S/W개발 경력사원 모집,경력7년↑,대졸↑,경기 용인시,"ASIC, 반도체장비, 네트워크관리, 시스템분석, 시스템운영",~02/08(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43298943?PageGbn=HH&logpath=1&stext=데이터분석&listno=9917
대기업 계열사·자회사,국내 대기업 계열 금융회사 - 리스크 모델러,경력8년↑,석사↑,서울 전지역,"위험분석·관리, 위험분석·관리",~02/08(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43298746?PageGbn=HH&logpath=1&stext=데이터분석&listno=9918
외국계 대기업,Quality Engineer - 외국계 대기업 (경기도 화성시 근무),경력4년↑,대졸↑,경기 화성시,Quality Engineer,~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43298428?PageGbn=HH&logpath=1&stext=데이터분석&listno=9919
중견기업(300명이상),대기업 화학제조 기업 내무감사&전산감사 담당 과-차장급,경력7년↑,대졸↑,서울 마포구,"관리회계, 내부감사, 석유화학, 화공, 화학",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43297994?PageGbn=HH&logpath=1&stext=데이터분석&listno=9920
벤처기업,[플랫폼솔루션] 기획팀장 (책임급 이상),경력9년↑,대졸↑,서울 송파구,"앱기획, UI·UX기획, 서비스기획",~01/17(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43124772?PageGbn=HH&logpath=1&stext=데이터분석&listno=10321
벤처기업,[플랫폼솔루션] QA팀장 (책임급 이상),경력7년↑,대졸↑,서울 송파구,"서치펌, 헤드헌팅, 시스템운영, 시스템분석, 시스템설계",~01/17(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43124696?PageGbn=HH&logpath=1&stext=데이터분석&listno=10322
중소기업(300명이하),7. 금융권 Application Developer (과-부장급),경력5년↑,학력무관,서울 전지역,"서치펌, 헤드헌팅, 시스템운영, 시스템분석, 시스템설계",~01/17(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43124055?PageGbn=HH&logpath=1&stext=데이터분석&listno=10323
중소기업(300명이하),7. 금융권 Framework 아키텍트 (과-차장급),경력5년↑,학력무관,서울 전지역,"서치펌, 헤드헌팅, 시스템운영, 시스템분석, 시스템설계",~01/17(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43124046?PageGbn=HH&logpath=1&stext=데이터분석&listno=10324
중소기업(300명이하),7. 금융권 IT Project manager (차-부장급),경력5년↑,학력무관,서울 전지역,"솔루션, 테스터, Jira, 검증, Confluence",~01/17(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43124043?PageGbn=HH&logpath=1&stext=데이터분석&listno=10325
중소기업(300명이하),[이커머스솔루션기업] QA팀장 채용,경력10년↑,초대졸↑,서울 송파구,"해외영업관리, 의료기기",~01/17(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43123349?PageGbn=HH&logpath=1&stext=데이터분석&listno=10326
중소기업(300명이하),[상장 의료기] 해외영업관리,경력2년↑,대졸↑,경기 광명시,자동차,~01/17(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43122639?PageGbn=HH&logpath=1&stext=데이터분석&listno=10327
외국계 기업,[제조/엔지니어] Powertrain Engineer,경력,대졸↑,서울 전지역,"전장, 펌웨어, 전기제어, 자동제어, 전자",~01/17(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43122434?PageGbn=HH&logpath=1&stext=데이터분석&listno=10328
중소기업(300명이하),유무선 전력변환장치 F/W개발,경력3년↑,대졸↑,경기 화성시,소프트웨어개발,~01/17(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43121823?PageGbn=HH&logpath=1&stext=데이터분석&listno=10329
벤처기업,[HR솔루션 제공사] 데이터 엔지니어-유연근무,경력2년↑,학력무관,서울 성동구,소프트웨어개발,~01/17(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43121702?PageGbn=HH&logpath=1&stext=데이터분석&listno=10330
중소기업(300명이하),[소프트웨어/개발자] Backend Engineer,경력,대졸↑,서울 전지역,모바일앱개발,~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43120866?PageGbn=HH&logpath=1&stext=데이터분석&listno=10331
중소기업(300명이하),[IT/엔지니어] ML Engineer,경력,대졸↑,서울 전지역,아웃소싱,~12/18(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43120145?PageGbn=HH&logpath=1&stext=데이터분석&listno=10332
외국계 기업,개발설계엔지니어(일본근무)(미경력자 가능),경력,초대졸↑,일본 전지역,"해외영업, 의료기기영업, 영양, 의약, 건강",~01/17(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43119114?PageGbn=HH&logpath=1&stext=데이터분석&listno=10333
