회사명,공고명,"채용 형태(경력, 신입)",학력,직장 위치,키워드,마감 기한,공고 링크
㈜VOC,"유럽수입편집샵[온라인 영업 MD/온라인 쇼핑몰 AMD/브랜드 마케팅, SNS관리]",경력2년↑,학력무관,서울 성동구 외,"데이터분석, 기업홍보, 거래처관리, 상품기획, 프로모션",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43342482?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2954
㈜맨파워코리아,[서울역] GE 헬스케어 Account Payable (1Y/주 3회 이상 재택),경력무관,대졸↑,서울 중구 외,"데이터분석, 소프트웨어개발, 솔루션, CRM, 문서관리",~12/16(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43343872?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2955
아이정㈜,[아이정] 온라인 쇼핑몰 엠디 MD 모집 (경력직 상시채용),경력2년↑,학력무관,서울 광진구,"데이터분석, B2C, 상품기획, 자료조사, 사이트관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43343865?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2956
아이씨뱅큐㈜,[서울 구로]전자 반도체 영업 고객관리 신입사원 채용,신입,대졸↑,서울 구로구 외,"데이터분석, 거래처관리, 영업기획, 시스템영업, 영업전략",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43335361?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2957
㈜킨도,[킨도] 온라인 MD,경력3년↑,초대졸↑,서울 강남구,"데이터분석, 영업기획, 영업전략, 유통, 매출관리",~01/15(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43343560?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2958
㈜트위니,[로봇사업1본부] PM 채용,경력,학력무관,대전 유성구 외,"데이터분석, 영업기획, PL, PM, 영업전략",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43343499?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2959
㈜쟈뎅,㈜쟈뎅 하반기 각 부문별 신입/경력 채용,경력2년↑,학력무관,서울 강남구,"데이터분석, 전기설비, 가스점검, 가스기능사, 기업홍보",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43327732?Oem_Code=C1&logpath=1&stext=데이터분석&listno=2960
안진회계법인,[안진회계법인] 재무자문본부 Crisis Management - IT 및 정보보호 관련 (사고분석),경력5년↑,대졸↑,서울 영등포구,"데이터분석, 빅데이터",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43287265?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3361
㈜키스템프그룹,[정규직]국내 강소기업 선택 복지영업직 채용(신사/복리우수),경력3년↑,대졸↑,서울 강남구 외,"데이터분석, 입찰, 거래처관리, 헤드헌팅, 영업기획",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43287042?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3362
대방하우징㈜,[대방하우징] 아파트 분양 모델하우스 사무보조 채용,신입,학력무관,부산 강서구,"데이터분석, 전산입력, 분양, 비품관리, 영업기획",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43286614?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3363
㈜텍스노트,국내 브랜드 원단 생산관리 인재를 모십니다,경력무관,학력무관,경기 과천시,"데이터분석, 거래처관리, 남성의류, 영업기획, 매출관리",~12/09(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43286611?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3364
(주)천호엔케어,"(주)천호엔케어 고객센터 CRM기획/운영, 영업지원 모집",경력무관,초대졸↑,서울 종로구,"데이터분석, DB관리, 영업지원, 콜통계분석, 건강식품",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43286510?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3365
주식회사 링티,[(주)링티 온라인사업팀 MD],경력3년↑,학력무관,서울 서초구,"데이터분석, 식품MD, 건강식품, AMD, 매출관리",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43284949?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3366
주식회사 링티,[(주)링티 일본사업팀 온라인 MD],경력4년↑,학력무관,서울 서초구,"데이터분석, 식품MD, 해외마케팅, 건강식품, 수출입계약",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43284939?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3367
주식회사 링티,[(주)링티 일본사업팀 디지털 마케터],경력4년↑,학력무관,서울 서초구,"데이터분석, 영업기획, 프로모션, 해외마케팅, 건강식품",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43284930?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3368
행복입찰,[전자입찰] 2023 주식회사 행복입찰 정규직 영업 팀원 모집 (상시 채용 공고),신입·경력,고졸↑,광주 서구 외,"데이터분석, 해피콜, 거래처관리, 입찰, 원격상담",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43282249?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3369
동아참메드㈜,동아참메드 2023년 하반기 수시채용,신입·경력,고졸↑,경기 군포시 외,"데이터분석, 관리회계, 부가세신고, 상품입출고, 제약영업",~01/08(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43280757?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3370
업템포글로벌,[업템포글로벌] 번역/SI 개발/마케팅 신입/경력 영업사원을 모집합니다,경력무관,대졸↑,서울 강남구,"데이터분석, 영업기획, 영업전략, 매출관리, IT컨설팅",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43285556?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3371
메이제이 무역,오픈마켓 AMD 채용,경력무관,학력무관,서울 서초구,"데이터분석, 전자상거래, AMD, 리테일MD, 재고관리",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43284817?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3372
닥터비오비,[스노우버디] 물류 & 오프라인 영업사원,신입·경력,학력무관,서울 금천구,"데이터분석, 마트, 면세점, 문구음반유통, 백화점",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43284767?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3373
㈜트위니,[로봇사업2본부] 사업기획팀 채용(경력직),경력,학력무관,대전 유성구 외,"데이터분석, 브랜드기획, 신사업기획, 사업기획, 경영기획",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43284732?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3374
㈜씨유스킨,(주)씨유스킨 국내영업팀 영업지원 채용(신규),경력무관,고졸↑,서울 서초구,"데이터분석, 이카운트, 마감, 발주, 상품등록",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43284620?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3375
투썬챌린지,운영팀 채용,신입·경력,학력무관,경기 성남시,"데이터분석, 소프트웨어개발, 매출관리, 고객지원",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43284328?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3376
㈜아이스크림아트,(주)아이스크림아트- 각 부문별 경력직 공채,경력,학력무관,서울 강남구,"데이터분석, 미술, CSS, HTML, HTML5",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43282730?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3377
㈜그릿,[제줏간] 브랜드 마케팅팀 담당자 채용,경력2년↑,학력무관,서울 송파구,"데이터분석, 프랜차이즈, 시장분석, 브랜드기획, 전략기획",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43258243?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3378
㈜다우바이오메디카,(주)다우바이오메디카 2023년도 하반기 마케팅 경력직원[정규직] 모집,경력2년↑,대졸↑,서울 송파구,"데이터분석, 시장조사, SNS마케팅, 바이오, 마케팅 전략",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43283935?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3379
혁산정보시스템,온라인 서비스 담당자 정규직 모집,경력2년↑,초대졸↑,서울 영등포구,"데이터분석, 솔루션, 제안·컨설팅, 앱기획, 콘텐츠기획",~12/08(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43283036?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3380
누리어시스템,[금융 SI] 솔루션 제안서 작성 경력직 채용,경력무관,초대졸↑,경기 하남시 외,"데이터분석, 모바일앱개발, BigData, DX, 제안·컨설팅",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43209612?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3781
㈜울지마마이펫,[라벨영/울지마마이펫] 영업팀 온라인MD 주임-대리급 채용,경력2년↑,고졸↑,서울 강서구,"데이터분석, 화장품, 매출관리, AMD, 온라인영업",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43214427?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3782
나도투자연구소,주식 전문가 리딩/방송 전문가 모집 (동종업계 최고 대우 보장),신입·경력,고졸↑,서울 영등포구 외,"데이터분석, 자산관리, 전략기획, PB, 투자상담·자문",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43214355?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3783
그린브릭스컴퍼니㈜,[퍼포먼스 마케터] 채용,경력1년↑,초대졸↑,서울 금천구 외,"데이터분석, 디지털마케팅, 광고기획, 콘텐츠기획, 전략기획",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43214308?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3784
㈜이엔플러스,[코스피상장사] (주)이엔플러스 영업(관리/지원/계획) 경력직원 채용 공고,경력2년↑,초대졸↑,경기 성남시,"데이터분석, 메카트로닉스, 영업기획, 매출관리, 자동차",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43214258?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3785
쿠시먼앤드웨이크필드코리아(유),"(Assistant) Manager, Property Management - Gangnam",경력3년↑,대졸↑,서울 중구 외,"데이터분석, 임대차 계약, 부동산 관리",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43214082?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3786
㈜퓨리언스,2023년 [SK하이닉스 사내벤처 (주)퓨리언스] R&D 연구지원 신입/경력 채용,신입·경력,대졸↑,경기 화성시 외,"데이터분석, 반도체장비, 화학·섬유, 반도체, 사업기획",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43205487?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3787
㈜반장창고,B2b 영업지원 매니저 (수원지점) 정규직 채용 - 인근거주자 우대,경력무관,학력무관,서울 서초구 외,"데이터분석, 도배·도색·벽지, 배송상담, 영업기획, 단순안내",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43213856?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3788
㈜비즈스프링,비즈니스 데이터 솔루션 운영 부문 인재채용,경력무관,학력무관,서울 성동구,"데이터분석, 솔루션영업, 고객지원, asp, 온라인상담",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43213507?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3789
태성종합주택관리,태성종합건물관리 사무직 공개채용,경력무관,고졸↑,경기 성남시,"데이터분석, 민원상담, 부동산관리, 상담, 고객지원",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43213345?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3790
㈜리스페이스컴퍼니,리스페이스컴퍼니 2023년 하반기 부문별 채용,신입·경력,학력무관,서울 서대문구 외,"데이터분석, 데이터분석, 문화기획, 문화기획, 사업기획",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43203855?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3791
㈜아크메드라비,"아크메드라비 면세 영업팀 팀원(면세ERP, 온라인담당, 면세영업)을 모집합니다.",경력무관,학력무관,서울 성동구 외,"데이터분석, 거래처관리, 남성의류, 영업기획, 패션",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43213321?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3792
㈜플러스피플(Plus peop,[전산업무 정직원 채용] MVNO알뜰폰 선불폰 개통실,경력,학력무관,서울 강서구,"데이터분석, 별정통신, 전산입력, 사이트관리, 영업기획",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43213197?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3793
오토매틱,"[오토매틱] 브랜드 이벤트, 팝업스토어, 전시 기획 및 운영팀 경력직 채용",경력2년↑,대졸↑,서울 중구 외,"데이터분석, 이벤트, 프로모션대행, BTL, 브랜드기획",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43213026?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3794
㈜게리앤프레키,골프 의류 오프라인 영업,경력무관,학력무관,서울 금천구,"데이터분석, 의류, 패션, MD, 재고관리",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43212262?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3795
㈜트리니티랩스,[병/의원 광고영업관리] 신입/경력(주4일 출근/1일 재택),경력무관,초대졸↑,서울 강남구 외,"데이터분석, 광고대행, 기업홍보, 온라인영업, 거래처관리",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43212189?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3796
㈜림엠버,(주)림엠버 애널리스트 전문가 채용,경력무관,학력무관,서울 금천구,"데이터분석, 통계·분석, 통신, 시장분석",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43211987?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3797
동양콘크리트산업㈜,[동양콘크리트산업] 영업지원 담당자 모집(신입/경력),신입·경력1년↑,학력무관,서울 서초구,"데이터분석, 거래처관리, 영업기획, 자재, 매출관리",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43211505?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3798
에어리퀴드코리아㈜,2023년 하반기 각 분야별 채용 공고,신입·경력,고졸↑,서울 강남구 외,"데이터분석, 고객관리, 상품입출고, 전산입력, 창고관리",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43211034?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3799
에어리퀴드솔루션즈코리아(유),2023년 순환근무직 신입직원 및 각 분야별 채용,신입·경력,고졸↑,서울 강남구 외,"데이터분석, 데이터분석, 데이터분석, 고객관리, 상품입출고",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43210992?Oem_Code=C1&logpath=1&stext=데이터분석&listno=3800
이지서티,"[서울, 광주, 부산 / 정규직] (주)이지서티 IT 솔루션 엔지니어 채용공고",경력무관,대졸↑,광주 동구 외,"빅데이터, 데이터레이크, 네트워크보안, ETL, 네트워크관리",~12/22(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43387196?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4201
㈜구비트,[웹(JAVA/JSP)개발/시스템운영 및 유지보수]부문별 경력채용,경력,초대졸↑,서울 송파구 외,"모바일앱개발, GUI, 빅데이터, OLAP개발자, 데이터관리",~12/22(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43378027?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4202
㈜에이치엔서브,하나증권 미들웨어 운영인력 채용,경력무관,학력무관,인천 서구 외,"모바일앱개발, SM, 어플리케이션, 데이터스트리밍, 시스템분석",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43380913?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4203
㈜텐정보통신,부동산 관련 S/W 개발 및 유지보수/ 영업사원(A.S 업무지원 및 고객관리)/ 거래처 및 고객관리 영업지원팀 모집,신입·경력,고졸↑,경기 부천시 외,"모바일앱개발, 빅데이터, 거래처관리, 데이터레이크, 솔루션",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43380167?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4204
㈜유호스트,[LG유플러스] 오라클(Oracle) 운영 DBA 담당 정규직 채용,경력2년↑,학력무관,경기 안양시 외,"OLAP개발자, 데이터관리, 펌웨어, IDC, 웹호스팅",~12/05(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43379507?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4205
㈜하몬소프트,통합관제시스템 솔루션 엔지니어 모집(신입/경력),신입·경력3년↑,초대졸↑,서울 금천구,"BigData, NI, 데이터관리, 솔루션, 시스템운영",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43373532?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4206
카이먼,각 부문 채용 [기획/디자인/개발/퍼블리셔],경력3년↑,학력무관,서울 강남구 외,"정보디자인, 패키지디자인, CI, OLAP개발자, 데이터관리",~12/21(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43363983?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4207
㈜디지털플러스시스템,C 교육그룹: DBA 프로젝트 구축 경험자 모집공고,경력5년↑,학력무관,서울 영등포구,"SM, 데이터관리, 데이터레이크, DBMS, 시스템분석",~12/20(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43366204?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4208
금호이앤지㈜,"소프트웨어 개발자 (APP, C#, JS / 경력 3년)",경력3년↑,초대졸↑,경기 광명시,"데이터관리, 펌웨어, 시스템분석, 시스템운영, 정보보안",~12/16(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43345185?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4209
㈜미디움,[기술본부] DevOps Engineer 모집,경력3년↑,초대졸↑,서울 강남구,"데이터관리, 솔루션, 네트워크관리, 시스템운영, 서버관리",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43341355?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4210
INTERLINE㈜,일본 도쿄 현지 근무 / 소프트웨어 개발자 모집 (정규직) / 인터라인 직접채용,신입·경력1년↑,초대졸↑,일본 도쿄,"데이터관리, 솔루션, 시스템운영, SI, 서버구축",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43333240?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4211
㈜아이티쓰리,인프라 아키텍처 전분야 전문가를 모십니다.,경력4년↑,학력무관,서울 금천구,"데이터관리, 모델링, 시스템분석, Oracle, 시스템설계",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43320592?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4212
㈜스마트스코어,[예비 유니콘] 골프 IT 플랫폼 스마트스코어 신입/경력 수시채용,신입·경력,학력무관,서울 강남구,"골프장, 골프, 운영기획, 유통MD, 해외사업",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43310026?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4213
㈜소프트프릭,[Softfreak]  PL 모집,경력3년↑,학력무관,서울 구로구,"빅데이터, 시스템분석, 정보보안, 보안소프트웨어, 시스템설계",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43303334?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4214
디케이테크인,[카카오자회사] 디케이테크인 Data Architect 담당자 채용,경력5년↑,학력무관,경기 성남시 외,"데이터관리, MySQL, SQL, DBMS, 시스템분석",~12/10(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43297019?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4215
비드코칭연구소㈜,"[TM영업] 입찰 컨설팅 영업사원 모집(기본과인센 / 파트타임,정규직 가능)",경력무관,학력무관,대전 중구 외,"IT컨설팅, 거래처납품, 내근직, 사무직, 영업직",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43283412?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4216
㈜어니언소프트웨어,[어니언소프트웨어] 데이터센터 설비/전력계통 작화 작업 디자인 채용,신입·경력,초대졸↑,서울 마포구 외,"기계, 솔루션, 자동제어, 전기, 포토샵",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43278776?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4217
동호에이치알㈜,"[강남/3,000이상]투쿨포스쿨 발주/CS 온라인팀 채용 (정규직전환)",경력무관,초대졸↑,서울 강남구 외,"전산입력, 데이터관리, 사이트관리, 주문발주, 문서관리",~12/06(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43259940?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4218
㈜시스너,스마트팩토리 분야 ERP 개발자 신입 및 경력직 채용,신입·경력,초대졸↑,경기 안양시 외,"BigData, 데이터관리, 솔루션, 시스템분석, 시스템설계",~12/25(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43245494?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4219
㈜우리부동산문화정책연구소,인터넷 자료 수집 업무(데이터 베이스),경력무관,학력무관,서울 영등포구,"자료조사, 공인중개사, 인터넷 자료 수집, 권리분석·보증, 토지",~12/03(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43247028?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4220
㈜온라인투어,(주)온라인투어 웹서비스기획 경력직 채용,경력3년↑,학력무관,서울 종로구,"관광, PM, 여행사, 스토리보드, 서비스기획",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43429588?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4621
와이쏘컴퍼니,(신입/경력)병·의원 광고대행사 AE 온라인 마케터를 찾습니다.,신입·경력,학력무관,서울 송파구 외,"브랜드기획, SNS마케팅, 키워드광고, 카페·블로그관리, 광고기획",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43429574?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4622
㈔경기도외투기업협의회,[뷔르트 인더스트리 코리아(유)] IT & E-business 팀 채용,신입·경력,학력무관,경기 화성시 외,"네트워크관리, SI개발, 펌웨어, 솔루션스아키텍트, 네트워크관리",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43429278?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4623
㈜글로벌모터서비스,"[인포테인먼트 시스템] 테스트 엔지니어(오토메이션) 모집(Python, Javascript)",신입·경력3년↑,대졸↑,서울 강남구,"펌웨어, 테스터, 웹마스터, 시스템운영, 서버구축",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43429348?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4624
㈜에프알텍,재경팀 회계·세무·재무·공시 등 우수인재 정규직 채용 (팀장),경력10년↑,대졸↑,경기 의왕시,통신,~01/27(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43429341?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4625
㈜피트릭스,[현대자동차 사내벤처 피트릭스] Flutter APP 개발자,경력3년↑,학력무관,서울 강남구 외,소프트웨어개발,~12/26(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43416017?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4626
킹스리얼티부동산중개법인㈜,기본급지급 고가주택 전문중개 부동산중개법인 공인중개사모집 오래 함께할 슬기로운회사,신입·경력,학력무관,서울 서초구 외,"공인중개사, 임대컨설팅, 부동산중개, 부동산컨설팅, 임대·임대컨설팅",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43429266?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4627
㈜원아테크,전기화학분석장비 응용프로그램 개발담당 정규직 채용,경력무관,대졸↑,서울 서초구,"GUI, 인터페이스",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43429261?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4628
㈜아이트럭,아이트럭 마케팅팀에서 경력직 마케터를 모십니다 :),경력5년↑,대졸↑,서울 서초구,"안드로이드, 키워드광고, 프로모션, 제휴마케팅, 콘텐츠기획",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43429044?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4629
주식회사 바이브컴퍼니,금융 서비스 백엔드 분석 시스템 개발자 채용,경력5년↑,고졸↑,서울 용산구,"인공지능, 핀테크, 자연어처리(NLP)",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43428760?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4630
엔코스타,엔코스타/매직에디션 온라인팀 인원 모집,경력무관,대졸↑,서울 중구,"B2C, 상품기획, 프로모션, 프로모션, 모바일디자인",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43428652?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4631
디에이치,"생산기술/개발, 원가/품질관리, 설계해석, 안전/공무, R&D연구원 부문별채용",신입·경력,초대졸↑,경기 평택시 외,"기구설계, 제어·설계, 연구·실험·기술, 기계, 제조·공정",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43426325?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4632
㈜글로벌비전(굿쇼핑),[블루오션]네이버쇼핑. 오픈마켓 MD/AMD 팀원 채용,경력1년↑,학력무관,서울 강서구,"키워드광고, 프로모션, 리테일MD, 바이럴마케팅, 상품기획",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43428434?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4633
에이치앤텍,품질관리자 채용(사원-과장),신입·경력,학력무관,경기 안성시,생활용품,~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43428390?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4634
㈜효남,품질관리자 채용(사원-과장),경력무관,학력무관,경기 안성시,품질보증,~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43428379?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4635
킹스리얼티,기본급제공 공인중개사 모집  영업직의 최고의삶 도전 즐거운회사,신입·경력,학력무관,서울 서초구 외,"부동산, 공인중개사, 부동산중개, 부동산서비스, 자격증·기술",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43427979?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4636
킹스리얼티㈜,기본급지급 공인중개사모집 고연봉 약속합니다  고급주거중개 기회는 한번만옵니다,신입·경력,고졸↑,서울 서초구 외,"공인중개사, 분양상담, 부동산컨설팅, 임대·임대컨설팅, 부동산컨설팅",~12/28(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43427978?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4637
㈜리딩아이,[경력무관] 예다함상조 O/B 센터 관리자 모집(SV/QA),경력무관,학력무관,서울 영등포구 외,"CS교육, 통화품질분석",~11/30(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43418139?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4638
인코스파트너스,[CJENM/상암]데이터 사무보조 채용(KPOP관련),경력무관,대졸↑,서울 마포구 외,"위성방송, 전산입력, 사이트관리, 자료조사, 문서관리",~12/27(수),https://www.jobkorea.co.kr//Recruit/GI_Read/43418678?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4639
휴먼서치,[중견기업]IT팀-사내전산관리 및 프로젝트관리,경력5년↑,학력무관,서울 송파구,"PL, 네트워크관리, 시스템운영, PM, 시스템운영",~12/01(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43423584?Oem_Code=C1&logpath=1&stext=데이터분석&listno=4640
