date, 회사명, 직무, URL, 경력,위치,지원방식in2023-11-30,㈜아워홈,2023년 하반기 아워홈 신입사원 공개채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43352265?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=1,신입,서울,홈페이지 지원
2023-11-30,㈜이든앤앨리스마케팅,이든앤앨리스마케팅 마케팅AE 경력직 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43223694?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=60,경력1년↑,서울,즉시지원
2023-11-30,㈜헥토이노베이션,헥토이노베이션 직군별 인재 모집(서비스기획/사업기획/개발/UX/UI 등),https://www.jobkorea.co.kr /Recruit/GI_Read/43089629?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=61,신입·경력,서울,홈페이지 지원
2023-11-30,허브넷굿컴퍼니닷컴,퍼포먼스 마케터 신입/경력 채용 [네이버 카카오 공식대행사 허브넷굿컴퍼니닷컴(주)],https://www.jobkorea.co.kr /Recruit/GI_Read/43181052?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=62,경력무관,서울,즉시지원
2023-11-30,㈜씨너지아이앤티,건강기능식품[마케팅/이커머스MD] 담당자 모집 (신입/경력),https://www.jobkorea.co.kr /Recruit/GI_Read/43175941?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=63,신입·경력,서울,즉시지원
2023-11-30,㈜유니에스,[언론사/충정로/중식대지급] 한국경제TV 플랫폼사업부 사무보조 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43134648?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=64,경력무관,서울,즉시지원
2023-11-30,㈜유니에스,[언론사/충정로/중식대지급] 한국경제TV 와우넷부 마케팅/홍보/기획 사무직원 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43122924?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=65,경력무관,서울,즉시지원
2023-11-30,㈜더에스엠씨그룹,[기획직군] AE(콘텐츠기획) 경력 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43083741?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=66,경력,서울,즉시지원
2023-11-30,중고나라,[중고나라] 검색 개발자 채용(3년 이상),https://www.jobkorea.co.kr /Recruit/GI_Read/43431361?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=67,신입·경력3년↑,서울,홈페이지 지원
2023-11-30,중고나라,[중고나라] 검색 개발자 채용 (신입),https://www.jobkorea.co.kr /Recruit/GI_Read/43431433?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=68,신입·경력,서울,홈페이지 지원
2023-11-30,㈜야나두,[야나두(야핏)] 퍼포먼스 마케터 경력직 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43421310?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=69,경력3년↑,서울,즉시지원
2023-11-30,㈜애드이피션시,[인턴모집] 디지털 퍼포먼스광고 AE 24년 인턴 공채,https://www.jobkorea.co.kr /Recruit/GI_Read/43408505?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=70,신입,서울,즉시지원
2023-11-30,㈜에이피알,패션브랜드 널디(NERDY) 인턴 및 경력사원 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43380359?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=71,경력2년↑,서울,홈페이지 지원
2023-11-30,인크로스㈜,[SK그룹-인크로스(자회사 마인드노크)] 퍼포먼스마케터 경력직 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43373509?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=72,경력2년↑,서울,즉시지원
2023-11-30,지멘스헬시니어스㈜,[지멘스 헬시니어스] Customer Service Representative Intern,https://www.jobkorea.co.kr /Recruit/GI_Read/43367097?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=73,신입,서울,홈페이지 지원
2023-11-30,㈜여의시스템,산업용 비전 처리 S/W 개발 AI 가속기 처리 S/W 개발 경력사원 모집 (중장년층 지원 환영),https://www.jobkorea.co.kr /Recruit/GI_Read/43366534?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=74,경력5년↑,경기,즉시지원
2023-11-30,㈜넥슨,[라이브본부] 커뮤니티 분석전문가,https://www.jobkorea.co.kr /Recruit/GI_Read/43365958?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=75,경력4년↑,경기,홈페이지 지원
2023-11-30,㈜함파트너스,[함파트너스] 퍼포먼스 마케팅(SA) 인재 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43365252?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=76,경력1년↑,서울,즉시지원
2023-11-30,㈜엠제이플렉스,[퍼포먼스 마케터] 남성 코스메틱 브랜드/캠페인운영/데이터분석/광고채널분석/성동구,https://www.jobkorea.co.kr /Recruit/GI_Read/43361679?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=77,경력무관,서울,즉시지원
2023-11-30,원스토어,원스토어 커뮤니케이션 전략 담당자 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43325461?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=78,경력5년↑,경기,즉시지원
2023-11-30,셰어하우스우주㈜,[입사축하금 1백] 컨텐츠 마케터 주니어 모집 공고 (재택근무 일 7시간 근무제),https://www.jobkorea.co.kr /Recruit/GI_Read/43325453?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=79,신입·경력2년↑,서울,즉시지원
2023-11-30,사회복지법인 한국컴패션,[한국컴패션] 퍼포먼스 마케팅 담당 (정규직),https://www.jobkorea.co.kr /Recruit/GI_Read/43317771?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=80,경력3년↑,서울,홈페이지 지원
2023-11-30,㈜이스트게임즈,게임 마케팅/해외서비스 PM(영어)/MMORPG 사업 PM,https://www.jobkorea.co.kr /Recruit/GI_Read/43315377?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=81,신입·경력,서울,홈페이지 지원
2023-11-30,㈜헥토헬스케어,[헥토헬스케어] 서비스마케팅팀 경력직 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43296537?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=82,경력6년↑,서울,즉시지원
2023-11-30,㈜제이슨그룹,디지털 마케팅 퍼포먼스 AE 채용(신입/경력),https://www.jobkorea.co.kr /Recruit/GI_Read/43280395?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=83,신입·경력3년↑,서울,즉시지원
2023-11-30,㈜해커스어학원,[신입/경력] 온라인 광고 마케팅(디지털마케팅(퍼포먼스 마케팅)),https://www.jobkorea.co.kr /Recruit/GI_Read/43236173?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=84,신입·경력,서울,즉시지원
2023-11-30,㈜ABB코리아,[ABB 코리아] 각 부문 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43235512?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=85,신입·경력,서울,홈페이지 지원
2023-11-30,㈜애드이피션시,디지털광고 영업제휴 및 미디어 채널관리 담당자 채용 [경력 2년이상],https://www.jobkorea.co.kr /Recruit/GI_Read/43237052?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=86,경력2년↑,서울,즉시지원
2023-11-30,㈜하나애드아이엠씨,[하나애드]온라인 광고 인바운드 팀장 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43226378?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=87,경력,서울,즉시지원
2023-11-30,㈜하나애드아이엠씨,[하나애드] 온라인 마케팅 검색광고 마케터 AE 신입/경력 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43226367?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=88,경력무관,서울,즉시지원
2023-11-30,에스케이엠앤서비스,각 경력 구성원 상시 채용 (Tech 포지션-개발/운영),https://www.jobkorea.co.kr /Recruit/GI_Read/43226327?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=89,경력,서울,홈페이지 지원
2023-11-30,에스케이엠앤서비스,각 경력 구성원 상시 채용 (Tech 포지션-웹풀스택),https://www.jobkorea.co.kr /Recruit/GI_Read/43226228?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=90,경력,서울,홈페이지 지원
2023-11-30,에스케이엠앤서비스,각 경력 구성원 상시 채용 (Tech 포지션-서버/백앤드),https://www.jobkorea.co.kr /Recruit/GI_Read/43226179?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=91,경력,서울,홈페이지 지원
2023-11-30,㈜디피허브,디지털 퍼포먼스 마케터 AE 마케팅 담당자 모집,https://www.jobkorea.co.kr /Recruit/GI_Read/43206182?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=92,경력,서울,즉시지원
2023-11-30,㈜디피허브,광고 영업 기획 AE 경력 모집,https://www.jobkorea.co.kr /Recruit/GI_Read/43206143?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=93,경력,서울,즉시지원
2023-11-30,엘앤티렉서스㈜,당신의 최고의 선택 L&T LEXUS - 각 분야별 모집,https://www.jobkorea.co.kr /Recruit/GI_Read/43201942?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=94,신입·경력,서울,즉시지원
2023-11-30,에스케이엠앤서비스,각 경력 구성원 상시 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43158492?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=95,경력,서울,홈페이지 지원
2023-11-30,㈜머스트잇,[머스트잇] Jr. Product Manager 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43136069?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=96,경력4년↑,서울,즉시지원
2023-11-30,㈜애드이피션시,디지털 퍼포먼스광고 AE 특별채용 [경력-1년이상/ SA 경력자 우대],https://www.jobkorea.co.kr /Recruit/GI_Read/43038356?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=97,경력1년↑,서울,즉시지원
2023-11-30,(주)엠포스,[엠포스]퍼포먼스 마케팅 AE 경력직 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43026179?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=98,신입·경력1년↑,서울,즉시지원
2023-11-30,아인스미디어,[아인스미디어] 지그재그에이블리브랜디 팀장급 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43442232?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=99,경력,서울,즉시지원
2023-11-30,㈜예지솔루션,[가산역 예지솔루션] 네이버 담당 디지털 마케터 AE 팀원,https://www.jobkorea.co.kr /Recruit/GI_Read/43439258?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=100,신입·경력,서울,즉시지원
2023-11-30,테슬라코리아(유),[Tesla] 전국 서비스 센터 부문별 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43434366?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=101,신입·경력1년↑,서울,홈페이지 지원
2023-11-30,㈜도도커뮤니케이션,AE 영업 신입/경력 동시 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43431067?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=102,신입·경력,서울,즉시지원
2023-11-30,㈜도도커뮤니케이션,온라인 광고 마케터(AE) 신입/경력 동시 채용,https://www.jobkorea.co.kr /Recruit/GI_Read/43431060?Oem_Code=C1&logpath=1&stext=키워드 데이터 분석&listno=103,경력무관,서울,즉시지원
