,회사명,총점,"직무, 지역"
1224,신성메이저글러브,20.0,"영업/제휴, 경남"
1225,신성메이저글러브,60.0,"유통/무역, 경남"
1226,신성산업,60.0,"개발, 서울"
1227,신성산업,40.0,"생산/제조, 대구"
1228,신성산업,20.0,"생산관리/품질관리, 대구"
1229,신성산업,60.0,"생산관리/품질관리, 충북"
1230,신성산업,60.0,"영업/제휴, 대구"
1231,신성약품,100.0,"생산관리/품질관리, 경기"
1232,신성약품,40.0,"영업/제휴, 경기"
1233,신성약품,30.0,"유통/무역, 경기"
1234,신성약품,40.0,"유통/무역, 서울"
1235,신성이엔지,20.0,"기획/경영, 서울"
1236,신성이엔지,80.0,"생산/제조, 경기"
1237,신성이엔지,40.0,"생산관리/품질관리, 충남"
1238,신성이엔지,60.0,"엔지니어링, 경기"
1239,신성이엔지,100.0,"영업/제휴, 기타"
1240,신세계건설,80.0,"엔지니어링, 경기"
1241,신세계건설,20.0,"엔지니어링, 경북"
1242,신세계건설,60.0,"엔지니어링, 서울"
1243,신세계건설,60.0,"인사/총무, 서울"
1244,신세계엔지니어링,30.0,"디자인, 경기"
1245,신세계엔지니어링,100.0,"생산/제조, 경기"
1246,신세계엔지니어링,50.0,"엔지니어링, 경기"
1247,신송식품,20.0,"법률/법무, 강원"
1248,신송식품,60.0,"생산/제조, 충남"
1249,신송식품,50.0,"영업/제휴, 서울"
1250,신송식품,60.0,"전문직, 서울"
1251,신송홀딩스,30.0,"금융/재무, 서울"
1252,신송홀딩스,90.0,"기획/경영, 서울"
1253,신송홀딩스,20.0,"마케팅/시장조사, 서울"
1254,신신상사,60.0,"기획/경영, 경기"
1255,신신상사,80.0,"영업/제휴, 경기"
1256,신신상사,40.0,"영업/제휴, 부산"
1257,신신상사,60.0,"영업/제휴, 서울"
1258,신신상사,60.0,"인사/총무, 경기"
1259,신아시스템,80.0,"개발, 경기"
1260,신아시스템,60.0,"개발, 경남"
1261,신아시스템,60.0,"개발, 서울"
1262,신아시스템,60.0,"서비스/고객지원, 경남"
1263,신아시스템,40.0,"엔지니어링, 경남"
1264,신영스타킹,33.333,"생산/제조, 충남"
1265,신영스타킹,20.0,"생산관리/품질관리, 충남"
1266,신영스타킹,20.0,"영업/제휴, 서울"
1267,신영증권,60.0,"금융/재무, 부산"
1268,신영증권,53.333,"금융/재무, 서울"
1269,신영증권,80.0,"기획/경영, 서울"
1270,신용보증기금,60.0,"금융/재무, 경기"
1271,신용보증기금,100.0,"금융/재무, 서울"
1272,신용보증기금,100.0,"서비스/고객지원, 경남"
1273,신용보증기금,60.0,"서비스/고객지원, 광주"
1274,신용보증기금,100.0,"의약, 대구"
1275,신용협동조합중앙회,60.0,"금융/재무, 경기"
1276,신용협동조합중앙회,90.0,"금융/재무, 대전"
1277,신용협동조합중앙회,40.0,"금융/재무, 서울"
1278,신용협동조합중앙회,100.0,"기획/경영, 서울"
1279,신우산업,20.0,"금융/재무, 대전"
1280,신우산업,20.0,"기획/경영, 전북"
1281,신우산업,20.0,"생산/제조, 전북"
1282,신우산업,20.0,"생산관리/품질관리, 전북"
1283,신우산업,60.0,"영업/제휴, 서울"
1284,신우이엔지,20.0,"생산/제조, 서울"
1285,신우이엔지,30.0,"엔지니어링, 서울"
1286,신우코스텍,60.0,"개발, 경기"
1287,신우코스텍,80.0,"생산관리/품질관리, 경기"
1288,신우코스텍,40.0,"엔지니어링, 경기"
1289,신원금속,60.0,"생산/제조, 경기"
1290,신원금속,60.0,"생산관리/품질관리, 경기"
1291,신원금속,100.0,"연구개발, 경기"
1292,신원금속,20.0,"영업/제휴, 경기"
1293,신원금속,20.0,"인사/총무, 부산"
1294,신원종합개발,100.0,"엔지니어링, 강원"
1295,신원종합개발,46.667,"엔지니어링, 서울"
1296,신일전기,60.0,"개발, 기타"
1297,신일전기,50.0,"생산/제조, 경남"
1298,신일전기,40.0,"생산관리/품질관리, 경남"
1299,신일전자,40.0,"디자인, 서울"
1300,신일전자,60.0,"마케팅/시장조사, 서울"
1301,신일전자,40.0,"영업/제휴, 서울"
1302,신일제약,45.0,"생산관리/품질관리, 충북"
1303,신일제약,20.0,"영업/제휴, 대구"
1304,신정개발특장차,40.0,"금융/재무, 울산"
1305,신정개발특장차,20.0,"기획/경영, 울산"
1306,신정개발특장차,30.0,"생산/제조, 울산"
1307,신정개발특장차,40.0,"영업/제휴, 울산"
1308,신젠타코리아,80.0,"생산/제조, 서울"
1309,신젠타코리아,40.0,"생산관리/품질관리, 전북"
1310,신젠타코리아,40.0,"영업/제휴, 기타"
1311,신젠타코리아,50.0,"영업/제휴, 서울"
1312,신진엠텍,70.0,"생산/제조, 경기"
1313,신진엠텍,40.0,"생산/제조, 해외"
1314,신진엠텍,40.0,"연구개발, 경기"
1315,신진엠텍,20.0,"유통/무역, 경기"
1316,신텍정보시스템,60.0,"개발, 서울"
1317,신풍,73.333,"생산/제조, 경기"
1318,신풍,40.0,"생산/제조, 서울"
1319,신풍,20.0,"엔지니어링, 경기"
1320,신한발브공업,20.0,"금융/재무, 경기"
1321,신한발브공업,60.0,"생산/제조, 경기"
1322,신한발브공업,70.0,"생산관리/품질관리, 경기"
1323,신한생명보험,40.0,"기획/경영, 서울"
1324,신한생명보험,80.0,"서비스/고객지원, 경남"
1325,신한생명보험,60.0,"서비스/고객지원, 서울"
1326,신한생명보험,60.0,"영업/제휴, 부산"
1327,신한아이타스,64.0,"금융/재무, 서울"
1328,신한일전기,66.667,"생산/제조, 경기"
1329,신한일전기,100.0,"생산/제조, 세종"
1330,신한일전기,60.0,"인사/총무, 경기"
1331,신한자산신탁,80.0,"금융/재무, 서울"
1332,신한자산신탁,60.0,"기획/경영, 서울"
1333,신한자산신탁,80.0,"영업/제휴, 서울"
1334,신한정공,60.0,"생산/제조, 대구"
1335,신한정공,40.0,"생산관리/품질관리, 대구"
1336,신한카드,100.0,"금융/재무, 서울"
1337,신한카드,80.0,"마케팅/시장조사, 서울"
1338,신한카드,60.0,"서비스/고객지원, 부산"
1339,신한카드,50.0,"서비스/고객지원, 서울"
1340,신한투자증권,73.333,"금융/재무, 서울"
1341,신한투자증권,80.0,"금융/재무, 해외"
1342,신한투자증권,100.0,"영업/제휴, 서울"
1343,신호시스템,20.0,"개발, 경기"
1344,신호시스템,50.0,"생산/제조, 경기"
1345,신호시스템,40.0,"연구개발, 경기"
1346,신화국제,73.333,"마케팅/시장조사, 서울"
1347,신화국제,40.0,"영업/제휴, 서울"
1348,신화인터텍,20.0,"법률/법무, 충남"
1349,신화인터텍,20.0,"생산/제조, 충남"
1350,신화인터텍,20.0,"생산관리/품질관리, 충남"
1351,신화인터텍,20.0,"엔지니어링, 충남"
1352,신흥에스이씨,33.333,"생산/제조, 경기"
1353,신흥에스이씨,40.0,"생산/제조, 경남"
1354,신흥에스이씨,40.0,"생산관리/품질관리, 경기"
1355,신흥정공,100.0,"금융/재무, 인천"
1356,신흥정공,40.0,"생산/제조, 인천"
1357,신흥정공,40.0,"생산관리/품질관리, 울산"
1358,신흥정공,60.0,"생산관리/품질관리, 인천"
1359,신흥정공,20.0,"영업/제휴, 인천"
1360,실리콘디스플레이,60.0,"생산관리/품질관리, 경기"
1361,실리콘디스플레이,50.0,"연구개발, 경기"
1362,실리콘밸리,93.333,"생산/제조, 경북"
1363,실리콘밸리,40.0,"생산관리/품질관리, 경북"
1364,실리콘밸리,20.0,"전문직, 경북"
1365,심심이,40.0,"개발, 서울"
1366,심플로트사우스코리아,20.0,"금융/재무, 서울"
1367,심플로트사우스코리아,20.0,"서비스/고객지원, 서울"
1368,심플로트사우스코리아,20.0,"영업/제휴, 서울"
1369,심플로트사우스코리아,20.0,"유통/무역, 서울"
1370,싱가폴에어라인즈리미티드,76.0,"서비스/고객지원, 해외"
1371,싸이머코리아,60.0,"개발, 경기"
1372,싸이머코리아,20.0,"생산/제조, 경기"
1373,싸이머코리아,80.0,"생산관리/품질관리, 경기"
1374,싸이머코리아,60.0,"서비스/고객지원, 경기"
1375,싸이젠코리아,40.0,"기획/경영, 서울"
1376,싸이젠코리아,50.0,"영업/제휴, 서울"
1377,쌍신전자통신,70.0,"생산/제조, 세종"
1378,쌍신전자통신,60.0,"영업/제휴, 세종"
1379,쌍신전자통신,80.0,"유통/무역, 세종"
1380,쌍용머티리얼,90.0,"기획/경영, 대구"
1381,쌍용머티리얼,40.0,"생산/제조, 기타"
1382,쌍용머티리얼,80.0,"생산/제조, 대구"
1383,쌍용머티리얼,40.0,"생산관리/품질관리, 경북"
1384,쌍용씨앤이,40.0,"개발, 서울"
1385,쌍용씨앤이,60.0,"기획/경영, 강원"
1386,쌍용씨앤이,80.0,"생산관리/품질관리, 강원"
1387,쌍용씨앤이,80.0,"전문직, 해외"
1388,쌍용전기,40.0,"생산/제조, 경기"
1389,쌍용전기,40.0,"생산/제조, 전남"
1390,쌍용전기,40.0,"생산관리/품질관리, 경기"
1391,쌍용전기,60.0,"연구개발, 경기"
1392,써니전자,40.0,"개발, 충북"
1393,써니전자,100.0,"연구개발, 충북"
1394,써니전자,40.0,"유통/무역, 충북"
1395,써니전자,40.0,"인사/총무, 서울"
1396,써지덴트,80.0,"기획/경영, 경기"
1397,써지덴트,53.333,"생산/제조, 대구"
1398,써지덴트,100.0,"생산관리/품질관리, 대구"
1399,썬덴코리아,20.0,"마케팅/시장조사, 서울"
1400,썬덴코리아,20.0,"영업/제휴, 경기"
1401,썬덴코리아,46.667,"영업/제휴, 서울"
1402,썬라이더코리아,100.0,"금융/재무, 서울"
1403,썬라이더코리아,60.0,"기획/경영, 서울"
1404,썬라이더코리아,80.0,"디자인, 서울"
1405,썬라이더코리아,60.0,"인사/총무, 서울"
1406,썬라이더코리아,60.0,"전문직, 서울"
1407,썬텍,26.667,"영업/제휴, 서울"
1408,썬텍,60.0,"유통/무역, 서울"
1409,썬하이드로릭스코리아,80.0,"금융/재무, 인천"
1410,썬하이드로릭스코리아,40.0,"생산/제조, 인천"
1411,썬하이드로릭스코리아,20.0,"유통/무역, 인천"
1412,쏘비트,60.0,"기획/경영, 서울"
1413,쏘비트,20.0,"디자인, 서울"
1414,쏘비트,40.0,"미디어/홍보, 서울"
1415,쏘비트,60.0,"서비스/고객지원, 서울"
1416,쏘비트,20.0,"유통/무역, 서울"
1417,씨레인보우인터내셔널,60.0,"마케팅/시장조사, 인천"
1418,씨레인보우인터내셔널,80.0,"영업/제휴, 인천"
1419,씨레인보우인터내셔널,66.667,"유통/무역, 인천"
1420,씨비아이,20.0,"기획/경영, 인천"
1421,씨비아이,20.0,"생산/제조, 인천"
1422,씨비아이,20.0,"엔지니어링, 인천"
1423,씨비아이,20.0,"영업/제휴, 인천"
1424,씨비알이코리아,70.0,"금융/재무, 서울"
1425,씨비알이코리아,100.0,"엔지니어링, 인천"
1426,씨비알이코리아,80.0,"인사/총무, 서울"
1427,씨비알이코리아,60.0,"전문직, 서울"
1428,씨씨알,45.0,"개발, 서울"
1429,씨씨알,40.0,"기획/경영, 서울"
1430,씨아이에스,60.0,"개발, 대구"
1431,씨아이에스,60.0,"생산/제조, 대구"
1432,씨아이에스,40.0,"엔지니어링, 대구"
1433,씨아이즈,20.0,"개발, 경기"
1434,씨아이즈,20.0,"금융/재무, 경기"
1435,씨아이즈,60.0,"생산/제조, 경기"
1436,씨아이즈,20.0,"엔지니어링, 경기"
1437,씨아이즈,20.0,"영업/제휴, 경기"
1438,씨앤씨뱅크,53.333,"생산/제조, 경기"
1439,씨앤씨뱅크,20.0,"생산/제조, 서울"
1440,씨앤에스,40.0,"생산/제조, 경기"
1441,씨앤에스,20.0,"생산관리/품질관리, 경기"
1442,씨앤에스,80.0,"서비스/고객지원, 경기"
1443,씨앤에스,60.0,"엔지니어링, 경기"
1444,씨앤에이치캐피탈,70.0,"금융/재무, 서울"
1445,씨앤에이치캐피탈,60.0,"영업/제휴, 서울"
1446,씨앤에프시스템,68.0,"개발, 서울"
1447,씨앤텍,60.0,"생산/제조, 경기"
1448,씨앤텍,60.0,"생산관리/품질관리, 경기"
1449,씨앤텍,100.0,"연구개발, 경기"
1450,씨앤토트플러스,50.0,"개발, 경기"
1451,씨앤토트플러스,40.0,"개발, 대전"
1452,씨앤토트플러스,40.0,"엔지니어링, 경기"
1453,씨앤피차앤박피부과,60.0,"서비스/고객지원, 경기"
1454,씨앤피차앤박피부과,65.0,"서비스/고객지원, 서울"
1455,씨에스엠테크,40.0,"생산/제조, 부산"
1456,씨에스원테크,20.0,"금융/재무, 경남"
1457,씨에스원테크,20.0,"기획/경영, 경남"
1458,씨에스원테크,20.0,"생산/제조, 경남"
1459,씨에스윈드,60.0,"기획/경영, 서울"
1460,씨에스윈드,60.0,"데이터, 서울"
1461,씨에스윈드,60.0,"마케팅/시장조사, 서울"
1462,씨에스윈드,80.0,"미디어/홍보, 서울"
1463,씨에스윈드,20.0,"엔지니어링, 서울"
1464,씨에스캠,80.0,"개발, 광주"
1465,씨에스캠,40.0,"기획/경영, 광주"
1466,씨에스캠,40.0,"생산/제조, 광주"
1467,씨에스캠,20.0,"엔지니어링, 광주"
1468,씨에스캠,60.0,"연구개발, 경기"
1469,씨에스케미칼,40.0,"생산/제조, 울산"
1470,씨에스케미칼,60.0,"연구개발, 울산"
1471,씨에스케이,40.0,"생산/제조, 경기"
1472,씨에스케이,60.0,"생산관리/품질관리, 경기"
1473,씨에스케이,80.0,"서비스/고객지원, 경기"
1474,씨에스케이,100.0,"영업/제휴, 경기"
1475,씨에이치씨푸드인더스트리즈,20.0,"금융/재무, 경기"
1476,씨에이치씨푸드인더스트리즈,50.0,"마케팅/시장조사, 경기"
1477,씨에이치씨푸드인더스트리즈,60.0,"생산/제조, 경기"
1478,씨에이치씨푸드인더스트리즈,20.0,"영업/제휴, 경기"
1479,씨에이치음료,80.0,"생산/제조, 충북"
1480,씨에이치음료,60.0,"생산관리/품질관리, 충북"
1481,씨엔리,60.0,"기획/경영, 경남"
1482,씨엔리,66.667,"생산/제조, 경남"
1483,씨엔리,60.0,"유통/무역, 경남"
1484,씨엠에이씨지엠코리아,20.0,"금융/재무, 서울"
1485,씨엠에이씨지엠코리아,60.0,"서비스/고객지원, 서울"
1486,씨엠에이씨지엠코리아,20.0,"유통/무역, 경기"
1487,씨엠에이씨지엠코리아,40.0,"유통/무역, 서울"
1488,씨엠충무병원,30.0,"의약, 서울"
1489,씨엠충무병원,20.0,"인사/총무, 서울"
1490,씨와이뮤텍,20.0,"개발, 경기"
1491,씨와이뮤텍,60.0,"법률/법무, 경기"
1492,씨와이뮤텍,50.0,"생산관리/품질관리, 경기"
1493,씨와이뮤텍,40.0,"연구개발, 경기"
1494,씨유,80.0,"서비스/고객지원, 경기"
1495,씨유,60.0,"서비스/고객지원, 경남"
1496,씨유,80.0,"서비스/고객지원, 서울"
1497,씨유,90.0,"서비스/고객지원, 인천"
1498,씨제이,60.0,"기획/경영, 서울"
1499,씨제이,60.0,"마케팅/시장조사, 서울"
1500,씨제이,80.0,"마케팅/시장조사, 해외"
1501,씨제이,60.0,"미디어/홍보, 서울"
1502,씨제이,100.0,"서비스/고객지원, 서울"
1503,씨제이건설,20.0,"서비스/고객지원, 경기"
1504,씨제이건설,40.0,"엔지니어링, 경기"
1505,씨제이건설,53.333,"엔지니어링, 서울"
1506,씨제이시스템즈,60.0,"데이터, 서울"
1507,씨제이시스템즈,90.0,"서비스/고객지원, 서울"
1508,씨제이시스템즈,60.0,"영업/제휴, 서울"
1509,씨제이씨지브이,70.0,"금융/재무, 서울"
1510,씨제이씨지브이,40.0,"마케팅/시장조사, 서울"
1511,씨제이씨지브이,80.0,"서비스/고객지원, 서울"
1512,씨제이씨지브이,100.0,"엔지니어링, 인천"
1513,씨제이올리브영,100.0,"생산관리/품질관리, 대구"
1514,씨제이올리브영,100.0,"서비스/고객지원, 경기"
1515,씨제이올리브영,70.0,"서비스/고객지원, 서울"
1516,씨제이이앤엠,40.0,"개발, 서울"
1517,씨제이이앤엠,60.0,"디자인, 서울"
1518,씨제이이앤엠,60.0,"마케팅/시장조사, 서울"
1519,씨제이이앤엠,80.0,"미디어/홍보, 서울"
1520,씨제이이앤엠,80.0,"영업/제휴, 경기"
1521,씨제이푸드빌,70.0,"서비스/고객지원, 경기"
1522,씨제이푸드빌,80.0,"서비스/고객지원, 부산"
1523,씨제이푸드빌,40.0,"연구개발, 경기"
1524,씨제이푸드빌,60.0,"연구개발, 서울"
1525,씨지인바이츠,50.0,"기획/경영, 경기"
1526,씨지인바이츠,60.0,"연구개발, 경기"
1527,씨지인바이츠,40.0,"연구개발, 서울"
1528,씨카코리아,20.0,"금융/재무, 서울"
1529,씨카코리아,60.0,"생산/제조, 경기"
1530,씨카코리아,20.0,"영업/제휴, 서울"
1531,씨카코리아,40.0,"유통/무역, 서울"
1532,씨케이디한국,46.667,"생산/제조, 경기"
1533,씨케이디한국,80.0,"엔지니어링, 경기"
1534,씨케이디한국,40.0,"영업/제휴, 서울"
1535,씨큐브,50.0,"생산/제조, 충북"
1536,씨큐브,60.0,"영업/제휴, 서울"
1537,씨크코리아,60.0,"마케팅/시장조사, 경기"
1538,씨크코리아,60.0,"엔지니어링, 서울"
1539,씨크코리아,46.667,"영업/제휴, 서울"
1540,씨티피코리아,50.0,"엔지니어링, 경기"
1541,씨티피코리아,80.0,"엔지니어링, 기타"
1542,씨피시스템,60.0,"개발, 부산"
1543,씨피시스템,50.0,"연구개발, 부산"
1544,씰리코리아컴퍼니,60.0,"생산/제조, 경기"
1545,씰리코리아컴퍼니,20.0,"서비스/고객지원, 서울"
1546,씰리코리아컴퍼니,46.667,"영업/제휴, 서울"
1547,아그라나프루트코리아,66.667,"생산/제조, 충북"
1548,아그라나프루트코리아,80.0,"연구개발, 충북"
1549,아난티,40.0,"기획/경영, 서울"
1550,아난티,20.0,"생산/제조, 경기"
1551,아난티,100.0,"서비스/고객지원, 기타"
1552,아남전자,60.0,"금융/재무, 경기"
1553,아남전자,40.0,"기획/경영, 서울"
1554,아남전자,80.0,"생산/제조, 서울"
1555,아남전자,60.0,"연구개발, 서울"
1556,아남전자,60.0,"영업/제휴, 서울"
1557,아데카코리아,93.333,"생산/제조, 전북"
1558,아데카코리아,60.0,"생산관리/품질관리, 전북"
1559,아데카코리아,80.0,"영업/제휴, 서울"
1560,아덴텍코리아,60.0,"생산/제조, 경기"
1561,아덴텍코리아,80.0,"생산/제조, 충남"
1562,아덴텍코리아,40.0,"엔지니어링, 경기"
1563,아드반테스트코리아,60.0,"개발, 충남"
1564,아드반테스트코리아,60.0,"생산/제조, 충남"
1565,아드반테스트코리아,80.0,"서비스/고객지원, 경기"
1566,아드반테스트코리아,60.0,"서비스/고객지원, 충남"
1567,아드반테스트코리아,80.0,"연구개발, 충남"
1568,아디다스,60.0,"서비스/고객지원, 광주"
1569,아디다스,40.0,"서비스/고객지원, 대구"
1570,아디다스,60.0,"영업/제휴, 대구"
1571,아디다스,70.0,"영업/제휴, 서울"
1572,아디다스케이티에스,100.0,"개발, 서울"
1573,아디다스케이티에스,80.0,"생산/제조, 서울"
1574,아디다스케이티에스,100.0,"생산관리/품질관리, 서울"
1575,아디다스케이티에스,80.0,"유통/무역, 서울"
1576,아디다스코리아,66.667,"기획/경영, 서울"
1577,아디다스코리아,100.0,"서비스/고객지원, 대전"
1578,아디다스코리아,80.0,"영업/제휴, 서울"
1579,아르네코리아,40.0,"금융/재무, 광주"
1580,아르네코리아,40.0,"생산/제조, 광주"
1581,아르네코리아,80.0,"엔지니어링, 광주"
1582,아르네코리아,70.0,"연구개발, 광주"
1583,아름다운강산병원,60.0,"서비스/고객지원, 부산"
1584,아름다운강산병원,53.333,"의약, 부산"
1585,아름다운강산병원,60.0,"인사/총무, 부산"
1586,아름다운환경건설,53.333,"엔지니어링, 경기"
1587,아름다운환경건설,60.0,"엔지니어링, 기타"
1588,아리따움,60.0,"서비스/고객지원, 경남"
1589,아리따움,80.0,"서비스/고객지원, 대구"
1590,아리따움,80.0,"서비스/고객지원, 인천"
1591,아리따움,40.0,"서비스/고객지원, 전북"
1592,아리티켓,40.0,"개발, 서울"
1593,아리티켓,20.0,"기획/경영, 서울"
1594,아마노코리아,60.0,"마케팅/시장조사, 서울"
1595,아마노코리아,40.0,"서비스/고객지원, 서울"
1596,아마노코리아,20.0,"서비스/고객지원, 인천"
1597,아마노코리아,60.0,"엔지니어링, 경기"
1598,아마노코리아,60.0,"영업/제휴, 서울"
1599,아메스산업,50.0,"생산/제조, 경기"
1600,아메스산업,40.0,"생산관리/품질관리, 경기"
1601,아메스산업,90.0,"연구개발, 경기"
1602,아모제푸드시스템,60.0,"생산/제조, 충북"
1603,아모제푸드시스템,40.0,"생산관리/품질관리, 충북"
1604,아모제푸드시스템,60.0,"서비스/고객지원, 서울"
1605,아모제푸드시스템,40.0,"인사/총무, 서울"
1606,아미정보통신,26.667,"개발, 경기"
1607,아미정보통신,20.0,"기획/경영, 경기"
1608,아미정보통신,20.0,"데이터, 경기"
1609,아미코젠,60.0,"연구개발, 경기"
1610,아미코젠,66.667,"연구개발, 경남"
1611,아미코젠,100.0,"영업/제휴, 경기"
1612,아반스트레이트코리아,40.0,"금융/재무, 경기"
1613,아반스트레이트코리아,80.0,"기획/경영, 경기"
1614,아반스트레이트코리아,20.0,"생산/제조, 경기"
1615,아반스트레이트코리아,60.0,"생산관리/품질관리, 경기"
1616,아반토퍼포먼스머티리얼즈코리아,60.0,"디자인, 경기"
1617,아반토퍼포먼스머티리얼즈코리아,60.0,"서비스/고객지원, 경기"
1618,아반토퍼포먼스머티리얼즈코리아,40.0,"영업/제휴, 경기"
1619,아반토퍼포먼스머티리얼즈코리아,80.0,"유통/무역, 경기"
1620,아반토퍼포먼스머티리얼즈코리아,40.0,"전문직, 경기"
1621,아비바코리아,20.0,"개발, 서울"
1622,아비바코리아,20.0,"금융/재무, 서울"
1623,아비바코리아,40.0,"기획/경영, 서울"
1624,아비바코리아,40.0,"영업/제휴, 서울"
1625,아비아렙스마케팅가든리미티드영업소,36.0,"마케팅/시장조사, 서울"
1626,아비코전자,60.0,"금융/재무, 경기"
1627,아비코전자,40.0,"생산/제조, 경기"
1628,아비코전자,20.0,"생산관리/품질관리, 경기"
1629,아비코전자,20.0,"영업/제휴, 경기"
1630,아비코전자,20.0,"전문직, 경기"
1631,아사아블로이코리아,60.0,"금융/재무, 서울"
1632,아사아블로이코리아,80.0,"기획/경영, 서울"
1633,아사아블로이코리아,40.0,"영업/제휴, 서울"
1634,아사히카세이이머티리얼즈코리아,40.0,"개발, 경기"
1635,아사히카세이이머티리얼즈코리아,40.0,"생산/제조, 경기"
1636,아사히카세이이머티리얼즈코리아,40.0,"엔지니어링, 경기"
1637,아서디리틀,20.0,"금융/재무, 서울"
1638,아서디리틀,80.0,"기획/경영, 서울"
1639,아성크린후로텍,50.0,"생산/제조, 충남"
1640,아성크린후로텍,60.0,"서비스/고객지원, 서울"
1641,아성플라스틱밸브,60.0,"생산/제조, 경기"
1642,아성플라스틱밸브,50.0,"생산관리/품질관리, 경기"
1643,아성플라스틱밸브,20.0,"영업/제휴, 경기"
1644,아세아시멘트,80.0,"기획/경영, 충북"
1645,아세아시멘트,60.0,"생산관리/품질관리, 충북"
1646,아세아시멘트,100.0,"서비스/고객지원, 충북"
1647,아세아시멘트,60.0,"엔지니어링, 충북"
1648,아세아환경조경,20.0,"금융/재무, 경기"
1649,아세아환경조경,20.0,"디자인, 서울"
1650,아세아환경조경,60.0,"엔지니어링, 경기"
1651,아세아환경조경,60.0,"엔지니어링, 기타"
1652,아세아환경조경,80.0,"인사/총무, 경기"
1653,아시아나아이디티,45.0,"개발, 서울"
1654,아시아나아이디티,80.0,"영업/제휴, 서울"
1655,아시아나항공,60.0,"금융/재무, 서울"
1656,아시아나항공,60.0,"기획/경영, 서울"
1657,아시아나항공,60.0,"서비스/고객지원, 서울"
1658,아시아나항공,20.0,"서비스/고객지원, 해외"
1659,아시아나항공,60.0,"유통/무역, 인천"
1660,아엠아이테크,60.0,"개발, 경기"
1661,아엠아이테크,70.0,"생산/제조, 경기"
1662,아엠아이테크,40.0,"생산관리/품질관리, 경기"
1663,아이낸스,56.0,"개발, 서울"
1664,아이누리한의원,60.0,"기획/경영, 광주"
1665,아이누리한의원,80.0,"마케팅/시장조사, 광주"
1666,아이누리한의원,20.0,"마케팅/시장조사, 서울"
1667,아이누리한의원,80.0,"서비스/고객지원, 서울"
1668,아이누리한의원,80.0,"의약, 서울"
1669,아이디스,40.0,"개발, 대구"
1670,아이디스,60.0,"생산/제조, 대구"
1671,아이디스,20.0,"엔지니어링, 대구"
1672,아이디스,60.0,"엔지니어링, 대전"
1673,아이리얼,20.0,"금융/재무, 부산"
1674,아이리얼,20.0,"디자인, 부산"
1675,아이리얼,40.0,"마케팅/시장조사, 부산"
1676,아이리얼,60.0,"엔지니어링, 서울"
1677,아이리얼,40.0,"영업/제휴, 부산"
1678,아이리움안과의원,40.0,"금융/재무, 서울"
1679,아이리움안과의원,40.0,"서비스/고객지원, 서울"
1680,아이리움안과의원,20.0,"의약, 서울"
1681,아이리움안과의원,40.0,"전문직, 서울"
1682,아이모스시스템,40.0,"생산/제조, 서울"
1683,아이모스시스템,20.0,"생산/제조, 세종"
1684,아이모스시스템,60.0,"생산/제조, 충남"
1685,아이모스시스템,40.0,"연구개발, 서울"
1686,아이벡,70.0,"생산/제조, 충남"
1687,아이벡,20.0,"생산관리/품질관리, 충남"
1688,아이벡,40.0,"서비스/고객지원, 충남"
1689,아이비에스인터내셔널,20.0,"기획/경영, 경기"
1690,아이비에스인터내셔널,60.0,"영업/제휴, 경기"
1691,아이비에스인터내셔널,20.0,"유통/무역, 경기"
1692,아이비케이연금보험,30.0,"금융/재무, 서울"
1693,아이비케이연금보험,20.0,"데이터, 서울"
1694,아이비케이투자증권,60.0,"개발, 서울"
1695,아이비케이투자증권,35.0,"금융/재무, 서울"
1696,아이빛연구소,40.0,"교육, 서울"
1697,아이스타일이십사,60.0,"기획/경영, 서울"
1698,아이스타일이십사,53.333,"마케팅/시장조사, 서울"
1699,아이스타일이십사,20.0,"영업/제휴, 서울"
1700,아이스파이프,60.0,"기획/경영, 서울"
1701,아이스파이프,70.0,"생산/제조, 서울"
1702,아이쓰리시스템,72.0,"생산/제조, 대전"
1703,아이씨티웨이,85.0,"개발, 서울"
1704,아이씨티웨이,40.0,"연구개발, 경기"
1705,아이알링크,48.0,"개발, 서울"
1706,아이에스동서,100.0,"금융/재무, 서울"
1707,아이에스동서,80.0,"생산관리/품질관리, 울산"
1708,아이에스동서,40.0,"엔지니어링, 서울"
1709,아이에스동서,40.0,"영업/제휴, 서울"
1710,아이에스씨,60.0,"생산/제조, 경기"
1711,아이에스씨,60.0,"생산관리/품질관리, 경기"
1712,아이에스씨,60.0,"엔지니어링, 경기"
1713,아이에스씨,40.0,"연구개발, 경기"
1714,아이에스씨,100.0,"영업/제휴, 경기"
1715,아이에스테크놀로지,30.0,"개발, 인천"
1716,아이에스테크놀로지,40.0,"생산/제조, 인천"
1717,아이에스테크놀로지,40.0,"생산관리/품질관리, 인천"
1718,아이에스테크놀로지,40.0,"인사/총무, 인천"
1719,아이엠아이크리티컬엔지니어링코리아,60.0,"기획/경영, 경기"
1720,아이엠아이크리티컬엔지니어링코리아,60.0,"생산관리/품질관리, 경기"
1721,아이엠아이크리티컬엔지니어링코리아,50.0,"엔지니어링, 경기"
1722,아이엠아이크리티컬엔지니어링코리아,80.0,"유통/무역, 경기"
1723,아이엠엠인베스트먼트,80.0,"개발, 서울"
1724,아이엠엠인베스트먼트,73.333,"금융/재무, 서울"
1725,아이엠엠인베스트먼트,100.0,"기획/경영, 서울"
1726,아이엠지테크,40.0,"개발, 서울"
1727,아이엠커뮤니케이션,48.0,"디자인, 부산"
